pmid,title,year,doi,cited_by_count,abstract,cluster,cluster_label,cluster_name,study_design
,Impairing flow-mediated endothelial remodeling reduces extravasation of tumor cells,2021,10.1038/s41598-021-92515-2,0,,14,"network, cell, human, rna, remodeling",,Other
,Identification of hub genes with prognostic values in multiple myeloma by bioinformatics analysis,2021,10.1080/16078454.2021.1943617,0,,15,"cancer, analysis, genes, learning, machine",,Other
,Pathophysiologic Signature of Impending ICU Hypoglycemia in Bedside Monitoring and Electronic Health Record Data: Model Development and External Validation,2022,10.1097/ccm.0000000000005171,0,,18,"learning, machine, prediction, patients, mortality",,Other
,Commissioning and clinical implementation of an Autoencoder based Classification-Regression model for VMAT patient-specific QA in a multi-institution scenario,2021,10.1016/j.radonc.2021.06.024,0,,19,"learning, machine, clinical, based, patients",,Other
,Prognostic accuracy of MALDI-TOF mass spectrometric analysis of plasma in COVID-19,2021,10.26508/lsa.202000946,0,,10,"analysis, covid, 19, genes, based",,Other
,Bioactivity descriptors for uncharacterized chemical compounds,2021,10.1038/s41467-021-24150-4,0,,3,"data, mining, based, healthcare, medicine",Implementation and Workflow Integration,Other
,Object and anatomical feature recognition in surgical video images based on a convolutional neural network,2021,10.1007/s11548-021-02434-w,0,,17,"convolutional, neural, based, network, using",,Other
,"Chest radiographs and machine learning - Past, present and future",2021,10.1111/1754-9485.13274,0,,21,"learning, deep, using, covid, 19",,Other
,Screening for regenerative therapy responders in heart failure,2021,10.2217/bmm-2020-0683,0,,6,"based, heart, failure, recognition, fusion",,Other
,Harnessing clinical annotations to improve deep learning performance in prostate segmentation,2021,10.1371/journal.pone.0253829,0,,20,"deep, learning, segmentation, risk, based",,Other
,Accounting for uncertainties in the position of anatomical barriers used to define the clinical target volume,2021,10.1088/1361-6560/ac0ea3,0,,4,"radiotherapy, learning, planning, deep, cancer",Evaluation Methods and Clinical Trials,Other
,Digital Death and Thanatechnology: New Ways of Thinking About Data (Im)Mortality and Digital Transformation,2022,10.1089/omi.2021.0096,0,,9,"data, big, healthcare, care, digital",,Other
,Combinatory strategy using nanoscale proteomics and machine learning for T cell subtyping in peripheral blood of single multiple myeloma patients,2021,10.1016/j.aca.2021.338672,0,,15,"cancer, analysis, genes, learning, machine",,Other
,Embryo selection with artificial intelligence: how to evaluate and compare methods?,2021,10.1007/s10815-021-02254-6,0,,1,"approach, vitro, fertilization, pharmacology, intelligence",Machine Learning Diagnostic Models,Other
,Stromal composition predicts recurrence of early rectal cancer after local excision,2021,10.1111/his.14438,0,,2,"radiomics, radiogenomics, review, lung, cancer",Probabilistic Diagnostic Reasoning,Other
,Comprehensive proteomic analysis reveals distinct functional modules associated with skull base and supratentorial meningiomas and perturbations in collagen pathway components,2021,10.1016/j.jprot.2021.104303,0,,15,"cancer, analysis, genes, learning, machine",,Other
,Large-scale literature mining to assess the relation between anti-cancer drugs and cancer types,2021,10.1186/s12967-021-02941-z,0,,3,"data, mining, based, healthcare, medicine",Implementation and Workflow Integration,Other
,Automation in radiotherapy treatment planning: Examples of use in clinical practice and future trends for a complete automated workflow,2021,10.1016/j.canrad.2021.06.006,0,,4,"radiotherapy, learning, planning, deep, cancer",Evaluation Methods and Clinical Trials,Other
,Novel Approaches to Detection of Cerebral Microbleeds: Single Deep Learning Model to Achieve a Balanced Performance,2021,10.1016/j.jstrokecerebrovasdis.2021.105886,0,,8,"segmentation, deep, learning, detection, brain",,Other
,Identification of differentially expressed genes-related prognostic risk model for survival prediction in breast carcinoma patients,2021,10.18632/aging.203178,0,,15,"cancer, analysis, genes, learning, machine",,Other
,Augmenting the Transplant Team With Artificial Intelligence: Toward Meaningful AI Use in Solid Organ Transplant,2021,10.3389/fimmu.2021.694222,0,,13,"artificial, ai, intelligence, based, clinical",,Other
,Articles That Use Artificial Intelligence for Ultrasound: A Reader's Guide,2021,10.3389/fonc.2021.631813,0,,7,"learning, deep, cardiac, intelligence, artificial",,Other
,Dr. Answer AI for Prostate Cancer: Predicting Biochemical Recurrence Following Radical Prostatectomy,2021,10.1177/15330338211024660,0,,15,"cancer, analysis, genes, learning, machine",,Other
,Convolutional Neural Network Models for Automatic Preoperative Severity Assessment in Unilateral Cleft Lip,2021,10.1097/prs.0000000000008063,0,,17,"convolutional, neural, based, network, using",,Other
,Replication of machine learning methods to predict treatment outcome with antidepressant medications in patients with major depressive disorder from STAR*D and CAN-BIND-1,2021,10.1371/journal.pone.0253023,0,,3,"data, mining, based, healthcare, medicine",Implementation and Workflow Integration,Other
,Real-time computer-aided diagnosis of focal pancreatic masses from endoscopic ultrasound imaging based on a hybrid convolutional and long short-term memory neural network model,2021,10.1371/journal.pone.0251701,0,,17,"convolutional, neural, based, network, using",,Other
,High-throughput proteomics and AI for cancer biomarker discovery,2021,10.1016/j.addr.2021.113844,0,,10,"analysis, covid, 19, genes, based",,Other
,Clinical decision support algorithm based on machine learning to assess the clinical response to anti-programmed death-1 therapy in patients with non-small-cell lung cancer,2021,10.1016/j.ejca.2021.05.019,0,,19,"learning, machine, clinical, based, patients",,Other
,On the predictability of postoperative complications for cancer patients: a Portuguese cohort study,2021,10.1186/s12911-021-01562-2,0,,18,"learning, machine, prediction, patients, mortality",,Other
,Developing a reporting guideline for artificial intelligence-centred diagnostic test accuracy studies: the STARD-AI protocol,2021,10.1136/bmjopen-2020-047709,0,,13,"artificial, ai, intelligence, based, clinical",,Other
,Deep learning-based synthetic CT generation for MR-only radiotherapy of prostate cancer patients with 0.35T MRI linear accelerator,2021,10.1002/acm2.13327,0,,4,"radiotherapy, learning, planning, deep, cancer",Evaluation Methods and Clinical Trials,Other
,Investigation of Candidate Genes and Pathways in Basal/TNBC Patients by Integrated Analysis,2021,10.1177/15330338211019506,0,,10,"analysis, covid, 19, genes, based",,Other
,CAR-based cell therapy: evaluation with bibliometrics and patent analysis,2021,10.1080/21645515.2021.1947100,0,,3,"data, mining, based, healthcare, medicine",Implementation and Workflow Integration,Other
,Personalized prediction of disease activity in patients with rheumatoid arthritis using an adaptive deep neural network,2021,10.1371/journal.pone.0252289,0,,19,"learning, machine, clinical, based, patients",,Other
,Unexpected Inequality: Disparate-Impact From Artificial Intelligence in Healthcare Decisions,2021,,0,,9,"data, big, healthcare, care, digital",,Other
,Modern computational intelligence based drug repurposing for diabetes epidemic,2021,10.1016/j.dsx.2021.06.017,0,,3,"data, mining, based, healthcare, medicine",Implementation and Workflow Integration,Other
,Non-invasive plasma glycomic and metabolic biomarkers of post-treatment control of HIV,2021,10.1038/s41467-021-24077-w,0,,10,"analysis, covid, 19, genes, based",,Other
,Long-term cancer survival prediction using multimodal deep learning,2021,10.1038/s41598-021-92799-4,0,,21,"learning, deep, using, covid, 19",,Other
,Combined deep CNN-LSTM network-based multitasking learning architecture for noninvasive continuous blood pressure estimation using difference in ECG-PPG features,2021,10.1038/s41598-021-92997-0,0,,7,"learning, deep, cardiac, intelligence, artificial",,Other
,Recognition of Fetal Facial Ultrasound Standard Plane Based on Texture Feature Fusion,2021,10.1155/2021/6656942,0,,16,"based, image, diagnosis, images, learning",,Other
,An Intelligent Clinical Decision Support System for Predicting Acute Graft-versus-host Disease (aGvHD) following Allogeneic Hematopoietic Stem Cell Transplantation,2021,10.31661/jbpe.v0i0.2012-1244,0,,19,"learning, machine, clinical, based, patients",,Other
,Augmented intelligence to predict 30-day mortality in patients with cancer,2021,10.2217/fon-2021-0302,0,,19,"learning, machine, clinical, based, patients",,Other
,Can Orthodontic Informatics Combat the Pandemic Pitfalls?,2020,10.1177/0301574220963433,0,,9,"data, big, healthcare, care, digital",,Other
,Artificial Intelligence and COVID-19: Deep Learning Approaches for Diagnosis and Treatment,2020,10.1109/access.2020.3001973,0,,21,"learning, deep, using, covid, 19",,Other
,A Comparison of Arden Syntax and Clinical Quality Language as Knowledge Representation Formalisms for Clinical Decision Support,2021,10.1055/s-0041-1731001,0,,12,"clinical, knowledge, support, decision, based",,Other
,[Application value of machine learning algorithms for predicting recurrence after resection of early-stage hepatocellular carcinoma],2021,10.3760/cma.j.cn112139-20201026-00768,0,,21,"learning, deep, using, covid, 19",,Other
,Categorising patient concerns using natural language processing techniques,2021,10.1136/bmjhci-2020-100274,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,Big Data in Nephrology,2021,10.1038/s41581-021-00439-x,0,,9,"data, big, healthcare, care, digital",,Other
,Convolutional neural network-based automated segmentation and labeling of the lumbar spine X-ray,2021,10.4103/jcvjs.jcvjs_186_20,0,,17,"convolutional, neural, based, network, using",,Other
,Identification of Arrhythmia by Using a Decision Tree and Gated Network Fusion Model,2021,10.1155/2021/6665357,0,,6,"based, heart, failure, recognition, fusion",,Other
,Artificial Neural Network-Based Deep Learning Model for COVID-19 Patient Detection Using X-Ray Chest Images,2021,10.1155/2021/5513679,0,,21,"learning, deep, using, covid, 19",,Other
,Automated Electronic Health Record-Based Tool for Identification of Patients With Metastatic Disease to Facilitate Clinical Trial Patient Ascertainment,2021,10.1200/cci.20.00180,0,,13,"artificial, ai, intelligence, based, clinical",,Trial (Unspecified)
,A transfer learning approach to facilitate ComBat-based harmonization of multicentre radiomic features in new datasets,2021,10.1371/journal.pone.0253653,0,,2,"radiomics, radiogenomics, review, lung, cancer",Probabilistic Diagnostic Reasoning,Other
,Benchmarking of eight recurrent neural network variants for breath phase and adventitious sound detection on a self-developed open-access lung sound database-HF_Lung_V1,2021,10.1371/journal.pone.0254134,0,,16,"based, image, diagnosis, images, learning",,Other
,A column-based deep learning method for the detection and quantification of atrophy associated with AMD in OCT scans,2021,10.1016/j.media.2021.102130,0,,8,"segmentation, deep, learning, detection, brain",,Other
,Bioinformatics analysis identified hub genes in prostate cancer tumorigenesis and metastasis,2021,10.3934/mbe.2021158,0,,15,"cancer, analysis, genes, learning, machine",,Other
,Medical image management and analysis system based on web for fungal keratitis images,2021,10.3934/mbe.2021183,0,,16,"based, image, diagnosis, images, learning",,Other
,Differentially Expressed Extracellular Vesicle-Contained microRNAs before and after Transurethral Resection of Bladder Tumors,2021,10.3390/cimb43010024,0,,14,"network, cell, human, rna, remodeling",,Other
,Radiomics in Lung Diseases Imaging: State-of-the-Art for Clinicians,2021,10.3390/jpm11070602,0,,2,"radiomics, radiogenomics, review, lung, cancer",Probabilistic Diagnostic Reasoning,Other
,Systematic Review on the Association of Radiomics with Tumor Biological Endpoints,2021,10.3390/cancers13123015,0,,2,"radiomics, radiogenomics, review, lung, cancer",Probabilistic Diagnostic Reasoning,Review Paper
,Patient similarity analytics for explainable clinical risk prediction,2021,10.1186/s12911-021-01566-y,0,,12,"clinical, knowledge, support, decision, based",,Other
,Creative Approaches for Assessing Long-term Outcomes in Children,2021,10.1542/peds.2021-050693f,0,,18,"learning, machine, prediction, patients, mortality",,Other
,A novel graph attention model for predicting frequencies of drug-side effects from multi-view data,2021,10.1093/bib/bbab239,0,,11,"disease, using, alzheimer, network, deep",,Other
,A deep look into radiomics,2021,10.1007/s11547-021-01389-x,0,,2,"radiomics, radiogenomics, review, lung, cancer",Probabilistic Diagnostic Reasoning,Other
,Atopic dermatitis or eczema? Consequences of ambiguity in disease name for biomedical literature mining,2021,10.1111/cea.13981,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,Assessing the utility of deep neural networks in predicting postoperative surgical complications: a retrospective study,2021,10.1016/s2589-7500(21)00084-4,0,,17,"convolutional, neural, based, network, using",,Retrospective Cohort Study
,An Evidence-Based Framework for Evaluating Pharmacogenomics Knowledge for Personalized Medicine,2021,10.1002/cpt.2350,0,,3,"data, mining, based, healthcare, medicine",Implementation and Workflow Integration,Other
,"Wide-Scale Clinical Implementation of Knowledge-Based Planning: An Investigation of Workforce Efficiency, Need for Post-automation Refinement, and Data-Driven Model Maintenance",2021,10.1016/j.ijrobp.2021.06.028,0,,12,"clinical, knowledge, support, decision, based",,Other
,Grey wolf assisted dragonfly-based weighted rule generation for predicting heart disease and breast cancer,2021,10.1016/j.compmedimag.2021.101936,0,,15,"cancer, analysis, genes, learning, machine",,Other
,Redefining the PTEN promoter: identification of novel upstream transcription start regions,2021,10.1093/hmg/ddab175,0,,15,"cancer, analysis, genes, learning, machine",,Other
,"Effect of a comprehensive deep-learning model on the accuracy of chest x-ray interpretation by radiologists: a retrospective, multireader multicase study",2021,10.1016/s2589-7500(21)00106-0,0,,21,"learning, deep, using, covid, 19",,Other
,Artificial Intelligence and Machine Learning in Chronic Airway Diseases: Focus on Asthma and Chronic Obstructive Pulmonary Disease,2021,10.7150/ijms.58191,0,,19,"learning, machine, clinical, based, patients",,Other
,Medical Image Fusion Based on Low-Level Features,2021,10.1155/2021/8798003,0,,16,"based, image, diagnosis, images, learning",,Other
,Bioinformatics Analysis of GFAP as a Potential Key Regulator in Different Immune Phenotypes of Prostate Cancer,2021,10.1155/2021/1466255,0,,15,"cancer, analysis, genes, learning, machine",,Other
,Weighted Gene Coexpression Network Analysis to Construct Competitive Endogenous RNA Network in Chromogenic Renal Cell Carcinoma,2021,10.1155/2021/5589101,0,,14,"network, cell, human, rna, remodeling",,Other
,Prediction of blood lactate values in critically ill patients: a retrospective multi-center cohort study,2022,10.1007/s10877-021-00739-4,0,,18,"learning, machine, prediction, patients, mortality",,Other
,Bone mineral density response prediction following osteoporosis treatment using machine learning to aid personalized therapy,2021,10.1038/s41598-021-93152-5,0,,18,"learning, machine, prediction, patients, mortality",,Other
,Machine learning risk prediction of mortality for patients undergoing surgery with perioperative SARS-CoV-2: the COVIDSurg mortality score,2021,10.1093/bjs/znab183,0,,18,"learning, machine, prediction, patients, mortality",,Other
,InpherNet accelerates monogenic disease diagnosis using patients' candidate genes' neighbors,2021,10.1038/s41436-021-01238-2,0,,10,"analysis, covid, 19, genes, based",,Other
,Gaps in standards for integrating artificial intelligence technologies into ophthalmic practice,2021,10.1097/icu.0000000000000781,0,,13,"artificial, ai, intelligence, based, clinical",,Other
,"Magnetic resonance imaging radiomics predicts preoperative axillary lymph node metastasis to support surgical decisions and is associated with tumor microenvironment in invasive breast cancer: A machine learning, multicenter study",2021,10.1016/j.ebiom.2021.103460,0,,21,"learning, deep, using, covid, 19",,Other
,Automated Diagnosis of COVID-19 Using Deep Features and Parameter Free BAT Optimization,2021,10.1109/jtehm.2021.3077142,0,,21,"learning, deep, using, covid, 19",,Other
,"FRL: An Integrative Feature Selection Algorithm Based on the Fisher Score, Recursive Feature Elimination, and Logistic Regression to Identify Potential Genomic Biomarkers",2021,10.1155/2021/4312850,0,,10,"analysis, covid, 19, genes, based",,Other
,The Unified Medical Language System at 30 Years and How It Is Used and Published: Systematic Review and Content Analysis,2021,10.2196/20675,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Review Paper
,Semantic Textual Similarity in Japanese Clinical Domain Texts Using BERT,2021,10.1055/s-0041-1731390,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,Identification and prediction of difficult-to-treat rheumatoid arthritis patients in structured and unstructured routine care data: results from a hackathon,2021,10.1186/s13075-021-02560-5,0,,19,"learning, machine, clinical, based, patients",,Other
,[Expression profile of intervertebral disc degeneration-specific genes: a transcriptome sequencing-based analysis],2021,10.12122/j.issn.1673-4254.2021.06.11,0,,10,"analysis, covid, 19, genes, based",,Other
,Fuzzy rank-based fusion of CNN models using Gompertz function for screening COVID-19 CT-scans,2021,10.1038/s41598-021-93658-y,0,,21,"learning, deep, using, covid, 19",,Other
,Identification of different bran-fried Atractylodis Rhizoma and prediction of atractylodin content based on multivariate data mining combined with intelligent color recognition and near-infrared spectroscopy,2021,10.1016/j.saa.2021.120119,0,,3,"data, mining, based, healthcare, medicine",Implementation and Workflow Integration,Other
,"A clinical deep learning framework for continually learning from cardiac signals across diseases, time, modalities, and institutions",2021,10.1038/s41467-021-24483-0,0,,7,"learning, deep, cardiac, intelligence, artificial",,Other
,Multitask 3D CBCT-to-CT translation and organs-at-risk segmentation using physics-based data augmentation,2021,10.1002/mp.15083,0,,20,"deep, learning, segmentation, risk, based",,Other
,Classification of Thyroid Nodules in Ultrasound Images Using Direction-Independent Features Extracted by Two-Threshold Binary Decomposition,2019,10.1177/1533033819830748,0,,16,"based, image, diagnosis, images, learning",,Other
,Quantifying lung ultrasound comets with a convolutional neural network: Initial clinical results,2019,10.1016/j.compbiomed.2019.02.002,0,,16,"based, image, diagnosis, images, learning",,Other
,DeepUbi: a deep learning framework for prediction of ubiquitination sites in proteins,2019,10.1186/s12859-019-2677-9,0,,10,"analysis, covid, 19, genes, based",,Other
,Importance of medical data preprocessing in predictive modeling and risk factor discovery for the frailty syndrome,2019,10.1186/s12911-019-0747-6,0,,19,"learning, machine, clinical, based, patients",,Other
,The Feasibility of Integrating Resting-State fMRI Networks into Radiotherapy Treatment Planning,2019,10.1016/j.jmir.2018.09.003,0,,4,"radiotherapy, learning, planning, deep, cancer",Evaluation Methods and Clinical Trials,Other
,The Early Psychosis Screener for Internet (EPSI)-SR: Predicting 12 month psychotic conversion using machine learning,2019,10.1016/j.schres.2019.01.015,0,,19,"learning, machine, clinical, based, patients",,Other
,An automated data verification approach for improving data quality in a clinical registry,2019,10.1016/j.cmpb.2019.01.012,0,,12,"clinical, knowledge, support, decision, based",,Other
,A hospital wide predictive model for unplanned readmission using hierarchical ICD data,2019,10.1016/j.cmpb.2019.02.007,0,,19,"learning, machine, clinical, based, patients",,Other
,Deep learning and radiomics: the utility of Google TensorFlow™ Inception in classifying clear cell renal cell carcinoma and oncocytoma on multiphasic CT,2019,10.1007/s00261-019-01929-0,0,,20,"deep, learning, segmentation, risk, based",,Other
,EEG-based mild depression recognition using convolutional neural network,2019,10.1007/s11517-019-01959-2,0,,11,"disease, using, alzheimer, network, deep",,Other
,Machine-Learning-Based Laboratory Developed Test for the Diagnosis of Sepsis in High-Risk Patients,2019,10.3390/diagnostics9010020,0,,18,"learning, machine, prediction, patients, mortality",,Other
,Using natural language processing to extract clinically useful information from Chinese electronic medical records,2019,10.1016/j.ijmedinf.2019.01.004,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,Cerebellar resting-state functional connectivity in Parkinson's disease and multiple system atrophy: Characterization of abnormalities and potential for differential diagnosis at the single-patient level,2019,10.1016/j.nicl.2019.101720,0,,11,"disease, using, alzheimer, network, deep",,Other
,"Tweet Classification Toward Twitter-Based Disease Surveillance: New Data, Methods, and Evaluations",2019,10.2196/12783,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,Using machine learning models to predict oxygen saturation following ventilator support adjustment in critically ill children: A single center pilot study,2019,10.1371/journal.pone.0198921,0,,18,"learning, machine, prediction, patients, mortality",,Implementation Study
,Machine learning models for predicting post-cystectomy recurrence and survival in bladder cancer patients,2019,10.1371/journal.pone.0210976,0,,15,"cancer, analysis, genes, learning, machine",,Other
,[Impact of DVH Outliers Registered in Knowledge-based Planning on Volumetric Modulated Arc Therapy Treatment Planning for Prostate Cancer],2019,10.6009/jjrt.2019_jsrt_75.2.151,0,,4,"radiotherapy, learning, planning, deep, cancer",Evaluation Methods and Clinical Trials,Other
,Depletion of β3-adrenergic receptor induces left ventricular diastolic dysfunction via potential regulation of energy metabolism and cardiac contraction,2019,10.1016/j.gene.2019.02.038,0,,6,"based, heart, failure, recognition, fusion",,Other
,Proteome profiling of triple negative breast cancer cells overexpressing NOD1 and NOD2 receptors unveils molecular signatures of malignant cell proliferation,2019,10.1186/s12864-019-5523-6,0,,15,"cancer, analysis, genes, learning, machine",,Other
,Comparing clinical judgment with the MySurgeryRisk algorithm for preoperative risk assessment: A pilot usability study,2019,10.1016/j.surg.2019.01.002,0,,18,"learning, machine, prediction, patients, mortality",,Simulation / Human Factors Study
,An epistemological problem for integration in EBM,2019,10.1111/jep.13109,0,,12,"clinical, knowledge, support, decision, based",,Other
,Data Dissemination: Shortening the Long Tail of Traumatic Brain Injury Dark Data,2020,10.1089/neu.2018.6192,0,,9,"data, big, healthcare, care, digital",,Other
,"How Should AI Be Developed, Validated, and Implemented in Patient Care?",2019,10.1001/amajethics.2019.125,0,,13,"artificial, ai, intelligence, based, clinical",,Other
,Are Current Tort Liability Doctrines Adequate for Addressing Injury Caused by AI?,2019,10.1001/amajethics.2019.160,0,,13,"artificial, ai, intelligence, based, clinical",,Other
,Direct Automatic Coronary Calcium Scoring in Cardiac and Chest CT,2019,10.1109/tmi.2019.2899534,0,,7,"learning, deep, cardiac, intelligence, artificial",,Other
,Integrated structural variation and point mutation signatures in cancer genomes using correlated topic models,2019,10.1371/journal.pcbi.1006799,0,,15,"cancer, analysis, genes, learning, machine",,Other
,Using natural language processing and machine learning to classify health literacy from secure messages: The ECLIPPSE study,2019,10.1371/journal.pone.0212488,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,Machine learning models for early sepsis recognition in the neonatal intensive care unit using readily available electronic health record data,2019,10.1371/journal.pone.0212665,0,,18,"learning, machine, prediction, patients, mortality",,Other
,Predicting persistent depressive symptoms in older adults: A machine learning approach to personalised mental healthcare,2019,10.1016/j.jad.2018.12.095,0,,11,"disease, using, alzheimer, network, deep",,Other
,Prognostic value of CT myocardial perfusion imaging and CT-derived fractional flow reserve for major adverse cardiac events in patients with coronary artery disease,2019,10.1016/j.jcct.2019.02.005,0,,7,"learning, deep, cardiac, intelligence, artificial",,Other
,The pan-cancer analysis of gain-of-functional mutations to identify the common oncogenic signatures in multiple cancers,2019,10.1016/j.gene.2019.02.039,0,,15,"cancer, analysis, genes, learning, machine",,Other
,Variance Reduction in Neurosurgical Practice: The Case for Analytics-Driven Decision Support in the Era of Big Data,2019,10.1016/j.wneu.2019.01.292,0,,9,"data, big, healthcare, care, digital",,Other
,Design Characteristics of Studies Reporting the Performance of Artificial Intelligence Algorithms for Diagnostic Analysis of Medical Images: Results from Recently Published Papers,2019,10.3348/kjr.2019.0025,0,,7,"learning, deep, cardiac, intelligence, artificial",,Other
,Gait-Based Diplegia Classification Using LSMT Networks,2019,10.1155/2019/3796898,0,,17,"convolutional, neural, based, network, using",,Other
,Contraceptive Pharmacology and Risk Communication: A Case-Based Flipped Classroom Exercise,2019,10.15766/mep_2374-8265.10790,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,MCN: A comprehensive corpus for medical concept normalization,2019,10.1016/j.jbi.2019.103132,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,Deep Learning for Segmentation Using an Open Large-Scale Dataset in 2D Echocardiography,2019,10.1109/tmi.2019.2900516,0,,7,"learning, deep, cardiac, intelligence, artificial",,Other
,DeepCEST: 9.4 T Chemical exchange saturation transfer MRI contrast predicted from 3 T data - a proof of concept study,2019,10.1002/mrm.27690,0,,5,"learning, reconstruction, deep, mri, image",Human Factors and Clinical Reasoning,Other
,Computer-Aided Diagnosis of Pancreas Serous Cystic Neoplasms: A Radiomics Method on Preoperative MDCT Images,2019,10.1177/1533033818824339,0,,16,"based, image, diagnosis, images, learning",,Other
,Machine Learning Accurately Predicts Short-Term Outcomes Following Open Reduction and Internal Fixation of Ankle Fractures,2019,10.1053/j.jfas.2018.09.004,0,,18,"learning, machine, prediction, patients, mortality",,Other
,Multiscale Fine-Grained Heart Rate Variability Analysis for Recognizing the Severity of Hypertension,2019,10.1155/2019/4936179,0,,7,"learning, deep, cardiac, intelligence, artificial",,Other
,Advancing Semantic Interoperability of Image Annotations: Automated Conversion of Non-standard Image Annotations in a Commercial PACS to the Annotation and Image Markup,2020,10.1007/s10278-019-00191-6,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,Classification of Background Parenchymal Uptake on Molecular Breast Imaging Using a Convolutional Neural Network,2019,10.1200/cci.18.00133,0,,20,"deep, learning, segmentation, risk, based",,Other
,Automatic inference of BI-RADS final assessment categories from narrative mammography report findings,2019,10.1016/j.jbi.2019.103137,0,,20,"deep, learning, segmentation, risk, based",,Other
,Differential long noncoding RNAs expression in cancer-associated fibroblasts of non-small-cell lung cancer,2019,10.2217/pgs-2018-0102,0,,14,"network, cell, human, rna, remodeling",,Other
,Assessing fluoroquinolone-associated aortic aneurysm and dissection: Data mining of the public version of the FDA adverse event reporting system,2019,10.1111/ijcp.13331,0,,13,"artificial, ai, intelligence, based, clinical",,Other
,Digital patient models based on Bayesian networks for clinical treatment decision support,2019,10.1080/13645706.2019.1584572,0,,13,"artificial, ai, intelligence, based, clinical",,Other
,deepBioWSD: effective deep neural word sense disambiguation of biomedical text data,2019,10.1093/jamia/ocy189,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,POLAR Diversion: Using General Practice Data to Calculate Risk of Emergency Department Presentation at the Time of Consultation,2019,10.1055/s-0039-1678608,0,,18,"learning, machine, prediction, patients, mortality",,Other
,Deep Learning-Based Framework for In Vivo Identification of Glioblastoma Tumor using Hyperspectral Images of Human Brain,2019,10.3390/s19040920,0,,8,"segmentation, deep, learning, detection, brain",,Other
,The Auto-eFACE: Machine Learning-Enhanced Program Yields Automated Facial Palsy Assessment Tool,2021,10.1097/prs.0000000000007572,0,,17,"convolutional, neural, based, network, using",,Other
,Uncovering the pharmacological mechanism of the effects of the Banxia-Xiakucao Chinese Herb Pair on sleep disorder by a systems pharmacology approach,2020,10.1038/s41598-020-77431-1,0,,1,"approach, vitro, fertilization, pharmacology, intelligence",Machine Learning Diagnostic Models,Other
,Using Antibody Arrays for Biomarker Discovery,2021,10.1007/978-1-0716-1064-0_20,0,,10,"analysis, covid, 19, genes, based",,Other
,Renin angiotensin system genes are biomarkers for personalized treatment of acute myeloid leukemia with Doxorubicin as well as etoposide,2020,10.1371/journal.pone.0242497,0,,15,"cancer, analysis, genes, learning, machine",,Other
,Artificial intelligence to predict the BRAFV600E mutation in patients with thyroid cancer,2020,10.1371/journal.pone.0242806,0,,21,"learning, deep, using, covid, 19",,Other
,Evaluation of deep learning-based auto-segmentation algorithms for delineating clinical target volume and organs at risk involving data for 125 cervical cancer patients,2020,10.1002/acm2.13097,0,,20,"deep, learning, segmentation, risk, based",,Other
,Improving existing analysis pipeline to identify and analyze cancer driver genes using multi-omics data,2020,10.1038/s41598-020-77318-1,0,,15,"cancer, analysis, genes, learning, machine",,Other
,A genomic signature for accurate classification and prediction of clinical outcomes in cancer patients treated with immune checkpoint blockade immunotherapy,2020,10.1038/s41598-020-77653-3,0,,15,"cancer, analysis, genes, learning, machine",,Other
,Automated Diagnosis of Various Gastrointestinal Lesions Using a Deep Learning-Based Classification and Retrieval Framework With a Large Endoscopic Database: Model Development and Validation,2020,10.2196/18563,0,,17,"convolutional, neural, based, network, using",,Other
,TP53-Associated Ion Channel Genes Serve as Prognostic Predictor and Therapeutic Targets in Head and Neck Squamous Cell Carcinoma,2020,10.1177/1533033820972344,0,,15,"cancer, analysis, genes, learning, machine",,Other
,Estimating Local Cellular Density in Glioma Using MR Imaging Data,2021,10.3174/ajnr.a6884,0,,8,"segmentation, deep, learning, detection, brain",,Other
,A deep learning diagnostic platform for diffuse large B-cell lymphoma with high accuracy across multiple hospitals,2020,10.1038/s41467-020-19817-3,0,,21,"learning, deep, using, covid, 19",,Other
,Multi-task autoencoder based classification-regression model for patient-specific VMAT QA,2020,10.1088/1361-6560/abb31c,0,,19,"learning, machine, clinical, based, patients",,Other
,Morphing projections: a new visual technique for fast and interactive large-scale analysis of biomedical datasets,2021,10.1093/bioinformatics/btaa989,0,,21,"learning, deep, using, covid, 19",,Other
,The 2019 n2c2/OHNLP Track on Clinical Semantic Textual Similarity: Overview,2020,10.2196/23375,0,,0,"clinical, using, language, natural, processing",Clinical Decision Support Systems,Other
,Viral Pneumonia Screening on Chest X-Rays Using Confidence-Aware Anomaly Detection,2021,10.1109/tmi.2020.3040950,0,,21,"learning, deep, using, covid, 19",,Other
