PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"41421504","Small data, big challenges: Machine- and deep-learning strategies for data-limited drug discovery","Pallikkavaliyaveetil N, Chandrasekaran S.","Adv Drug Deliv Rev. 2026 Feb;229:115762. doi: 10.1016/j.addr.2025.115762. Epub 2025 Dec 18.","Pallikkavaliyaveetil N","Adv Drug Deliv Rev","2026","2025/12/20","","","10.1016/j.addr.2025.115762"
"41420926","Integrating machine learning and functional genomics to study cross-species gene regulatory evolution","Gilbertson EN, Reilly SK.","Curr Opin Genet Dev. 2026 Feb;96:102415. doi: 10.1016/j.gde.2025.102415. Epub 2025 Dec 19.","Gilbertson EN","Curr Opin Genet Dev","2026","2025/12/20","","","10.1016/j.gde.2025.102415"
"41419171","Designing prokaryotic gene expression regulatory elements: From genomic mining to artificial intelligence-driven generation","Zhou X, Cao W, Huang C, Zhang X, Zhou S, Deng Y.","Biotechnol Adv. 2026 Mar-Apr;87:108781. doi: 10.1016/j.biotechadv.2025.108781. Epub 2025 Dec 17.","Zhou X","Biotechnol Adv","2026","2025/12/19","","","10.1016/j.biotechadv.2025.108781"
"41418718","From 16S rRNA to deep learning: Evolution of computational approaches in human microbiome studies","Dwivedi J, Shukla MM, Upadhyay A, Wal A, Sharma KK, Gasmi A.","Comput Biol Chem. 2026 Apr;121:108852. doi: 10.1016/j.compbiolchem.2025.108852. Epub 2025 Dec 15.","Dwivedi J","Comput Biol Chem","2026","2025/12/19","","","10.1016/j.compbiolchem.2025.108852"
"41418691","Interpretable fusion deep learning on super-resolution MRI for perineural invasion prediction in pancreatic ductal adenocarcinoma: a multicenter study","Li J, Xu J, Shen T, Zhou J, Wang P, Lu T, Li D, Zeng M, Tang Q, Zhu Q, Sun H.","Eur J Radiol. 2026 Feb;195:112610. doi: 10.1016/j.ejrad.2025.112610. Epub 2025 Dec 15.","Li J","Eur J Radiol","2026","2025/12/19","","","10.1016/j.ejrad.2025.112610"
"41417882","AI-Based Medical Decision Support: Exploring the Data Gap","Schwab JH.","J Bone Joint Surg Am. 2026 Feb 18;108(4):266-268. doi: 10.2106/JBJS.25.01387. Epub 2025 Dec 19.","Schwab JH","J Bone Joint Surg Am","2026","2025/12/19","","","10.2106/JBJS.25.01387"
"41417666","Quantitative CT and Artificial Intelligence in Chronic Lung Disease","Oh AS, Humphries SM, Chung A, Weigt SS, Brown M, Kim GHJ, Lee D, Belperio JA, Goldin JG.","J Thorac Imaging. 2026 Mar 1;41(2):e0867. doi: 10.1097/RTI.0000000000000867.","Oh AS","J Thorac Imaging","2026","2025/12/19","","","10.1097/RTI.0000000000000867"
"41417114","[LLM-based extraction of clinical data: potentials and challenges]","Seidl P, Szep M, Breden S, Charitou F, Mogler C, Schüffler P, von Eisenhart-Rothe R, Lazic I, Hinterwimmer F.","Orthopadie (Heidelb). 2026 Jan;55(1):17-23. doi: 10.1007/s00132-025-04754-0. Epub 2025 Dec 19.","Seidl P","Orthopadie (Heidelb)","2026","2025/12/19","","","10.1007/s00132-025-04754-0"
"41412115","Engineering mammalian protein secretion: Toward the convergence of high-throughput biology and computational methods","Gabrielli J, Lewis NE, Kontoravdi C, Ceroni F.","Cell Syst. 2025 Dec 17;16(12):101424. doi: 10.1016/j.cels.2025.101424.","Gabrielli J","Cell Syst","2025","2025/12/18","PMC12721588","NIHMS2118412","10.1016/j.cels.2025.101424"
"41412022","Segmentation of the right ventricular myocardial infarction in multi-centre cardiac magnetic resonance images","Xu C, An D, Feng C, Bian Z, Wu LM.","Med Image Anal. 2026 Mar;109:103911. doi: 10.1016/j.media.2025.103911. Epub 2025 Dec 9.","Xu C","Med Image Anal","2026","2025/12/18","","","10.1016/j.media.2025.103911"
"41411962","Clinical value of deep learning image reconstruction in chest computed tomography (CT) imaging: a systematic review","Obhuli CM, Pendem S, Abhijith S, Kadavigere R, Priyanka, Priya PS, Chacko C.","Clin Radiol. 2026 Jan;92:107184. doi: 10.1016/j.crad.2025.107184. Epub 2025 Nov 21.","Obhuli CM","Clin Radiol","2026","2025/12/18","","","10.1016/j.crad.2025.107184"
"41411941","Unravelling time after death: A comprehensive review of multi-omics approaches in postmortem interval estimation","Zar MS, Bibi A, Akhtar MS.","Forensic Sci Int. 2026 Jan;379:112779. doi: 10.1016/j.forsciint.2025.112779. Epub 2025 Dec 15.","Zar MS","Forensic Sci Int","2026","2025/12/18","","","10.1016/j.forsciint.2025.112779"
"41411902","Spectral anomaly detection in physiological time-series data: A systematic review","Mittag E, Hajati F, Chiong R.","Int J Med Inform. 2026 Mar 1;207:106212. doi: 10.1016/j.ijmedinf.2025.106212. Epub 2025 Nov 27.","Mittag E","Int J Med Inform","2026","2025/12/18","","","10.1016/j.ijmedinf.2025.106212"
"41410330","Knowledge-based clinical decision support system for the automated classification of anemia in hemodialysis patients","Tenorio S, Valderrama LA, Arango-Álvarez JJ, Lozano LA, Mojica IL.","Biomedica. 2025 Dec 10;45(Sp. 3):52-70. doi: 10.7705/biomedica.7945.","Tenorio S","Biomedica","2025","2025/12/18","PMC12970531","","10.7705/biomedica.7945"
"41410327","Advanced artificial intelligence in piRNA and PIWI-like protein research: A systematic review of recurrent neural networks, long short-term memory, and emerging computational techniques","Reyes JS, Guevara JD, Picón LT, Sánchez IL, Gaona LA, Montoya MP, Pino LE.","Biomedica. 2025 Dec 10;45(Sp. 3):10-23. doi: 10.7705/biomedica.7660.","Reyes JS","Biomedica","2025","2025/12/18","PMC12904106","","10.7705/biomedica.7660"
"41407557","Next-Gen Biofilm Control: Gene Editing and Computational Approaches","Tyagi E, Sachan A, Bhuyan R, Kumari P, Prakash A.","APMIS. 2025 Dec;133(12):e70122. doi: 10.1111/apm.70122.","Tyagi E","APMIS","2025","2025/12/17","","","10.1111/apm.70122"
"41405428","Deep Learning for Coronary Stenosis Detection in Heavily Calcified Plaques at Coronary CT Angiography: A Stepwise, Multicenter Study","Wang R, Wang S, Zhang L, Schoepf UJ, Zhang F, Chen W, Zhou Z, Fang Z, Hu B, Yu Y, Zhang J, Wang X, Zhang L, Xu L.","Radiol Artif Intell. 2026 Jan;8(1):e250109. doi: 10.1148/ryai.250109.","Wang R","Radiol Artif Intell","2026","2025/12/17","","","10.1148/ryai.250109"
"41404733","Artificial Intelligence-Based Automated Echocardiographic Analysis and the Workflow of Sonographers: A Randomized Crossover Trial (AI-Echo RCT)","Sakamoto A, Kagiyama N, Sato E, Nakamura Y, Murata A, Kaneko T, Miyazaki S, Ashikawa Y, Sugihara K, Minamino T.","J Am Heart Assoc. 2026 Jan 6;15(1):e045637. doi: 10.1161/JAHA.125.045637. Epub 2025 Dec 17.","Sakamoto A","J Am Heart Assoc","2026","2025/12/17","PMC12909003","","10.1161/JAHA.125.045637"
"41402904","Sex differences in cognitive decline and impairment: a scoping review in informatics literature","Garg M, Liu X, Lin J, Vassilaki M, Petersen RC, St Sauver J, Kapoor E, Sohn S.","Biol Sex Differ. 2025 Dec 16;17(1):11. doi: 10.1186/s13293-025-00804-6.","Garg M","Biol Sex Differ","2025","2025/12/16","PMC12822129","","10.1186/s13293-025-00804-6"
"41402142","[Recent advances in radiotherapy]","Giraud P, Vendrely V, Chapet O, Lorchel F.","Bull Cancer. 2026 Jan;113(1):104-112. doi: 10.1016/j.bulcan.2025.11.001. Epub 2025 Dec 15.","Giraud P","Bull Cancer","2026","2025/12/16","","","10.1016/j.bulcan.2025.11.001"
"41402024","Predicting multi-drug resistant tuberculosis using machine learning on genomic and clinical data","Saxena K, Mary SSC, Ghosh P, Mohan CR, Naved M, Madanan M.","Indian J Tuberc. 2025 Dec;72 Suppl 3:S99-S105. doi: 10.1016/j.ijtb.2025.11.013. Epub 2025 Nov 28.","Saxena K","Indian J Tuberc","2025","2025/12/16","","","10.1016/j.ijtb.2025.11.013"
"41402019","Intrinsic motivation-based exploration for enhancing tuberculosis lesion discovery in sparse annotation chest X-ray datasets","Niranjane V, Kaur L, More A, Taushif Khan S, Niranjane P, Nikhade PH.","Indian J Tuberc. 2025 Dec;72 Suppl 3:S61-S68. doi: 10.1016/j.ijtb.2025.10.010. Epub 2025 Oct 31.","Niranjane V","Indian J Tuberc","2025","2025/12/16","","","10.1016/j.ijtb.2025.10.010"
"41402012","Federated learning framework for predicting multi-drug resistant tuberculosis across regional databases","Bhute HA, Bhute AN, Waghulde KB, Vasgi BP, Sonar R, Deore SP.","Indian J Tuberc. 2025 Dec;72 Suppl 3:S18-S23. doi: 10.1016/j.ijtb.2025.10.006. Epub 2025 Oct 17.","Bhute HA","Indian J Tuberc","2025","2025/12/16","","","10.1016/j.ijtb.2025.10.006"
"41402007","Hierarchical taxonomy-aware modeling for granular drug resistance and disease outcome prediction in multimodal tuberculosis cohorts","Kumar JRR, Bewoor L, Kadam K, Sangve SM, Satpute MB.","Indian J Tuberc. 2025 Dec;72 Suppl 3:S145-S150. doi: 10.1016/j.ijtb.2025.11.016. Epub 2025 Nov 28.","Kumar JRR","Indian J Tuberc","2025","2025/12/16","","","10.1016/j.ijtb.2025.11.016"
"41401681","Artificial intelligence in oncological positron emission tomography: advancing image analysis and interpretation","Nakajo M, Hirahara D, Hirahara M, Eizuru Y, Tani A, Kanzaki F, Takumi K, Kamimura K, Yoshiura T.","Clin Radiol. 2026 Jan;92:107187. doi: 10.1016/j.crad.2025.107187. Epub 2025 Nov 21.","Nakajo M","Clin Radiol","2026","2025/12/16","","","10.1016/j.crad.2025.107187"
"41401239","Incorporating Generative AI Into a Health Informatics Curriculum to Build 21st Century Competencies: Multisite Pre-Post Study","Seba F, Isola M, Mills L, Zalake M, Krive J.","JMIR Med Inform. 2025 Dec 16;13:e76507. doi: 10.2196/76507.","Seba F","JMIR Med Inform","2025","2025/12/16","PMC12707436","","10.2196/76507"
"41400896","Multi-omics approaches to major psychiatric disorders","Oraki Kohshour M, Navarro-Flores A, Heilbronner U, Schulze TG.","Neuropsychiatr. 2026 Mar;40(1):23-30. doi: 10.1007/s40211-025-00564-0. Epub 2025 Dec 16.","Oraki Kohshour M","Neuropsychiatr","2026","2025/12/16","PMC12960317","","10.1007/s40211-025-00564-0"
"41398177","Multicenter study on the versatility and adoption of AI-driven automated radiotherapy planning across cancer types","Yu L, Ni Q, Wang B, Zhang K, Shi F, Huang S, Shan G, Zhong Y, Guo Y, Zhang Z, Wang J, Hu W.","Nat Commun. 2025 Dec 15;17(1):867. doi: 10.1038/s41467-025-67581-z.","Yu L","Nat Commun","2025","2025/12/15","PMC12827991","","10.1038/s41467-025-67581-z"
"41396836","Multi-Omics and Integrative Analytics in Natural Products Discovery","Xie D, Tian Y, Zheng F, Wu L, Xu G, Liu Q, Lu G.","J Vis Exp. 2025 Nov 28;(225). doi: 10.3791/69458.","Xie D","J Vis Exp","2025","2025/12/15","","","10.3791/69458"
"41396533","Data extraction by generative artificial intelligence: Assessing determinants of accuracy using human-extracted data from systematic review databases","Jansen T, Liebenow LW, Mertens U, Schmidt FTC, Lohmann JF, Fleckenstein J, Meyer J.","Psychol Bull. 2025 Oct;151(10):1280-1306. doi: 10.1037/bul0000501.","Jansen T","Psychol Bull","2025","2025/12/15","","","10.1037/bul0000501"
"41395639","Hallmarks of disease: how tuned hierarchies of intelligent molecular neural networks (MNNs) may matter","Westerhoff HV.","Endocr Relat Cancer. 2026 Jan 5;33(1):e250183. doi: 10.1530/ERC-25-0183. Print 2026 Jan 1.","Westerhoff HV","Endocr Relat Cancer","2026","2025/12/15","PMC12887978","","10.1530/ERC-25-0183"
"41391586","Integrative machine learning approaches with genomic data for predicting antitubercular drug resistance: A systematic review and meta-analysis","Shrivastava R, Sharma K, Mishra S, Parihar P, Das G, Pandey KM, Maurya AK, Sharma VK, Mishra A, Kushwaha S, Khandia R, Yadav KS, Malhotra AG, Agrawal A, Singh J, Pandey MK.","J Glob Antimicrob Resist. 2026 Jan;46:148-157. doi: 10.1016/j.jgar.2025.11.021. Epub 2025 Dec 12.","Shrivastava R","J Glob Antimicrob Resist","2026","2025/12/14","","","10.1016/j.jgar.2025.11.021"
"41390882","Web-based machine learning application for ambulation prognosis in the rehabilitation phase of spinal cord injury: a retrospective multicenter cohort study","Matsuda K, Nakano J, Uemura O.","Spinal Cord. 2026 Jan;64(1):88-95. doi: 10.1038/s41393-025-01157-y. Epub 2025 Dec 13.","Matsuda K","Spinal Cord","2026","2025/12/14","","","10.1038/s41393-025-01157-y"
"41389791","Time and temporality in machine learning methods to improve cancer clinical decision support: A literature review","Wang Y, Griva A, Hassan UU.","Int J Med Inform. 2026 Mar 1;207:106219. doi: 10.1016/j.ijmedinf.2025.106219. Epub 2025 Dec 4.","Wang Y","Int J Med Inform","2026","2025/12/13","","","10.1016/j.ijmedinf.2025.106219"
"41387122","Artificial Intelligence Revolution in Transcriptomics: From Single Cells to Spatial Atlases","Li S, Xiao T, Lan Y, Wu C, Li Z, Liu R, Fang Q, Zhang C.","Adv Sci (Weinh). 2026 Jan;13(5):e18949. doi: 10.1002/advs.202518949. Epub 2025 Dec 12.","Li S","Adv Sci (Weinh)","2026","2025/12/12","PMC12850002","","10.1002/advs.202518949"
"41385922","Multiomics Data Synthesis of FAM83H in Amelogenesis Imperfecta","Leban T, Kunej T.","Int Dent J. 2026 Feb;76(1):109293. doi: 10.1016/j.identj.2025.109293. Epub 2025 Dec 11.","Leban T","Int Dent J","2026","2025/12/12","PMC12757458","","10.1016/j.identj.2025.109293"
"41385824","Next-generation predictors of protein phase behavior","Pinette NC, Terrado M, Bui JM, Lallous N, Gsponer J.","Curr Opin Struct Biol. 2026 Feb;96:103197. doi: 10.1016/j.sbi.2025.103197. Epub 2025 Dec 11.","Pinette NC","Curr Opin Struct Biol","2026","2025/12/12","","","10.1016/j.sbi.2025.103197"
"41385735","Proteomics-Driven Cancer Biomarkers for Early Detection and Targeted Therapy: Insights from the Middle East","Therachiyil L, Surendranath A, Anand A, Dogan Sahin R, Akil ASA, Bhat AA, Uddin S.","J Proteome Res. 2026 Jan 2;25(1):21-40. doi: 10.1021/acs.jproteome.5c00949. Epub 2025 Dec 12.","Therachiyil L","J Proteome Res","2026","2025/12/12","","","10.1021/acs.jproteome.5c00949"
"41385245","Molecular life sciences in the era of the Fourth Industrial Revolution: sequencing, multi-omics and artificial intelligence","Keenan L, Lorna Younger R, Race PR, Bawn M.","Emerg Top Life Sci. 2025 Dec 11;9(2):BSR20253294. doi: 10.1042/ETLS20253019.","Keenan L","Emerg Top Life Sci","2025","2025/12/12","PMC12794320","","10.1042/ETLS20253019"
"41382994","A comprehensive guide to genome-wide DNA methylation research in neuropsychiatric disorders and its implications for deep-space environments","Xu S, Min S, Gu H, Wang X, Chen C.","Zhong Nan Da Xue Xue Bao Yi Xue Ban. 2025 Aug 28;50(8):1320-1336. doi: 10.11817/j.issn.1672-7347.2025.250387.","Xu S","Zhong Nan Da Xue Xue Bao Yi Xue Ban","2025","2025/12/12","PMC12723249","","10.11817/j.issn.1672-7347.2025.250387"
"41380014","Digital Biomarkers of Cytokine Release Syndrome: Scoping Review and Ontology Development of the Role and Relevance of Digital Measures Using a Mixed Methods Approach","Medberry CJ, Angel CZ, Batavia AS, Bradley S, Camerlingo N, Chen M, Datoo M, Kamdar P, Koenig E, Kusters L, Marquez C, Nukala U, Pettinati M, Phillips R, Sanchez DP, Shafagati N, Siegelman J, Stewart M, Varga C, Vandendriessche B, Wilkes M, Wolff-Hughes DL, Zahavi D, Zorman S, McClenahan SJ.","J Med Internet Res. 2025 Dec 11;27:e71956. doi: 10.2196/71956.","Medberry CJ","J Med Internet Res","2025","2025/12/11","PMC12699293","","10.2196/71956"
"41378481","Study Protocol for HeartMagic: A Prospective Observational Cohort Characterizing Subtypes of Heart Failure With Preserved Ejection Fraction","Meyer P, Rocca A, Banus J, Ogier AC, Georgantas C, Calarnou P, Fatima A, Vallée JP, Deux JF, Thomas A, Marquis J, Monney P, Lu H, Porretta AP, Ledoux JB, Tillier C, Crowe LA, Abdurashidova T, Richiardi J, Hullin R, van Heeswijk RB.","J Am Heart Assoc. 2025 Dec 16;14(24):e043541. doi: 10.1161/JAHA.125.043541. Epub 2025 Dec 11.","Meyer P","J Am Heart Assoc","2025","2025/12/11","PMC12826941","","10.1161/JAHA.125.043541"
"41376168","Decoding plant physiology through systems biology: Integrative multi-omics and computational perspectives for next-generation crop design","Kundu BK, Tanti B.","Plant Commun. 2026 Mar 9;7(3):101668. doi: 10.1016/j.xplc.2025.101668. Epub 2025 Dec 10.","Kundu BK","Plant Commun","2026","2025/12/11","PMC12983280","","10.1016/j.xplc.2025.101668"
"41373898","Salvia miltiorrhiza for Viral Myocarditis: Multi-Computational Pharmacological Exploration and Meta-Analytic Efficacy Validation","Cao X, Li M, Xie X, Feng Z, Jin W, Li Y, Yang F, Duan S, He Z.","Int J Mol Sci. 2025 Dec 4;26(23):11753. doi: 10.3390/ijms262311753.","Cao X","Int J Mol Sci","2025","2025/12/11","PMC12692609","","10.3390/ijms262311753"
"41373512","Advancements in Animal Breeding: From Mendelian Genetics to Machine Learning","Panigrahi M, Rajawat D, Nayak SS, Bose A, Bharia N, Singh S, Sharma A, Dutt T.","Int J Mol Sci. 2025 Nov 24;26(23):11352. doi: 10.3390/ijms262311352.","Panigrahi M","Int J Mol Sci","2025","2025/12/11","PMC12691997","","10.3390/ijms262311352"
"41372834","User experience with two computerized cognitive intervention programs for people with mild cognitive impairment","Scheuermann JS, Graessel E, Schmitt M, Scheerbaum P.","BMC Geriatr. 2025 Dec 10;26(1):29. doi: 10.1186/s12877-025-06767-y.","Scheuermann JS","BMC Geriatr","2025","2025/12/10","PMC12784485","","10.1186/s12877-025-06767-y"
"41372053","The impact of artificial intelligence-driven decision support on uncertain antimicrobial prescribing: a randomised, multimethod study","Bolton WJ, Wilson R, Gilchrist M, Georgiou P, Holmes A, Rawson TM.","Lancet Digit Health. 2025 Nov;7(11):100912. doi: 10.1016/j.landig.2025.100912. Epub 2025 Dec 9.","Bolton WJ","Lancet Digit Health","2025","2025/12/10","","","10.1016/j.landig.2025.100912"
"41371352","Measuring biological age: Insights from omics studies","Kočar E, Šket R, Vasle AH, Avguštin G, Benedik E, Seljak BK, Simić P, Martinko A, Morrison SA, Sorić M, Skrt M, Polak T, Tesovnik T, Bizjan BJ, Kovač J, Battelino T, Rozman D, Ulrih NP, Matijašić BB, Jurak G, Moškon M, Režen T.","Ageing Res Rev. 2026 Jan;114:102988. doi: 10.1016/j.arr.2025.102988. Epub 2025 Dec 8.","Kočar E","Ageing Res Rev","2026","2025/12/10","","","10.1016/j.arr.2025.102988"
"41370171","FHIR in Focus: Enabling Biomedical Data Harmonization for Intelligent Healthcare Systems","Hornback A, Marteau B, Tan SQY, Kim K, Patil O, Traynelis J, Zhu Y, Giuste F, Wang MD.","IEEE Rev Biomed Eng. 2026;19:305-336. doi: 10.1109/RBME.2025.3632213.","Hornback A","IEEE Rev Biomed Eng","2026","2025/12/10","","","10.1109/RBME.2025.3632213"
"41367161","Advances in MS-based glycomics for biomedical research","Solomon J, Sanni A, Purba W, Oluokun O, Sahioun S, Fowowe M, Oluokun A, Hussein A, Mechref Y.","Anal Methods. 2026 Jan 22;18(3):514-563. doi: 10.1039/d5ay01169h.","Solomon J","Anal Methods","2026","2025/12/10","","","10.1039/d5ay01169h"
"41361342","Deep learning for head and neck radiation dose prediction: a systematic review and meta-analysis","Zamanian M, Kavehpoor MA, Soltaninejad AM, Abedi I, Tavakkoli MB.","Sci Rep. 2025 Dec 8;15(1):45766. doi: 10.1038/s41598-025-28442-3.","Zamanian M","Sci Rep","2025","2025/12/08","PMC12756222","","10.1038/s41598-025-28442-3"
"41360622","Real-time deep learning-based image guiding and automated left ventricular measurements to reduce test-retest variability","Pettersen H, Sabo S, Pasdeloup D, Smistad E, Olaisen S, Østvik A, Stølen S, Grenne BL, Løvstakken L, Dalen H, Holte E.","Open Heart. 2025 Dec 7;12(2):e003783. doi: 10.1136/openhrt-2025-003783.","Pettersen H","Open Heart","2025","2025/12/08","PMC12699943","","10.1136/openhrt-2025-003783"
"41360452","Digital App for Speech and Health Monitoring Study (DASH): protocol for a prospective longitudinal case-control observational study for developing speech datasets in neurodegenerative disorders and dementia","Tam J, Weaver C, Ihenacho A, Newton J, Virgo B, Barrett S, Neale J, Perry D, Smith A, Chandran S, Watts O, Pal S; DASH Consortium.","BMJ Open. 2025 Dec 5;15(12):e100222. doi: 10.1136/bmjopen-2025-100222.","Tam J","BMJ Open","2025","2025/12/08","PMC12684189","","10.1136/bmjopen-2025-100222"
"41359081","Multi-omics profiling and AI-driven clinically deployable risk models in MGUS and smoldering myeloma","Wu Y, Zhang D, Jiang J, Zheng L, Zhou Z, Zhang Z, Nouri S.","Clin Exp Med. 2025 Dec 8;26(1):92. doi: 10.1007/s10238-025-01987-3.","Wu Y","Clin Exp Med","2025","2025/12/08","PMC12769579","","10.1007/s10238-025-01987-3"
"41358178","Artificial intelligence in acute appendicitis: A comprehensive review of machine learning and deep learning applications","Akbulut S, Kucukakcali Z, Colak C.","World J Gastroenterol. 2025 Nov 21;31(43):112000. doi: 10.3748/wjg.v31.i43.112000.","Akbulut S","World J Gastroenterol","2025","2025/12/08","PMC12678916","","10.3748/wjg.v31.i43.112000"
"41356523","Role of artificial intelligence in the detection and characterization of gastrointestinal premalignant and early malignant lesions","El Asmar N, Baydoun M, Mrad J, Barada K.","World J Gastroenterol. 2025 Nov 28;31(44):111160. doi: 10.3748/wjg.v31.i44.111160.","El Asmar N","World J Gastroenterol","2025","2025/12/08","PMC12679022","","10.3748/wjg.v31.i44.111160"
"41356414","Delving Into PubMed Records: How AI-Influenced Vocabulary has Transformed Medical Writing since ChatGPT","Matsui K.","Perspect Med Educ. 2025 Dec 2;14(1):882-890. doi: 10.5334/pme.1929. eCollection 2025.","Matsui K","Perspect Med Educ","2025","2025/12/08","PMC12679996","","10.5334/pme.1929"
"41355043","Artificial Intelligence in Action: A Comprehensive Review on Machine and Deep Learning Methods in Sjögren's Syndrome Diagnosis","Rawat S, Chaturvedi VP, Shanmugam H, Airen L.","Int J Rheum Dis. 2025 Dec;28(12):e70495. doi: 10.1111/1756-185x.70495.","Rawat S","Int J Rheum Dis","2025","2025/12/08","","","10.1111/1756-185x.70495"
"41352695","CRISPR 2.0: Expanding the genome engineering Toolbox for epigenetics, RNA editing, and molecular diagnostics","Pradhan K, Anoop S.","Gene. 2026 Feb 10;979:149938. doi: 10.1016/j.gene.2025.149938. Epub 2025 Dec 4.","Pradhan K","Gene","2026","2025/12/06","","","10.1016/j.gene.2025.149938"
"41352693","Bioinformatics applications in pharmacogenomics: towards personalized medicine","Zaid N, Benchikhi L, Himmi B, Ghazal H.","Gene. 2026 Feb 10;979:149935. doi: 10.1016/j.gene.2025.149935. Epub 2025 Dec 4.","Zaid N","Gene","2026","2025/12/06","","","10.1016/j.gene.2025.149935"
"41352456","Clustering of dosimetric profiles reveals distinct local control probabilities after SABR in oligometastatic head and neck cancer: insights from the OMET phase II trial quality assurance Process","Maury P, Sayous Y, Vernerey D, Sun XS, Bourhis J, Falcoz A, Thariat J.","Radiother Oncol. 2026 Jan;214:111316. doi: 10.1016/j.radonc.2025.111316. Epub 2025 Dec 4.","Maury P","Radiother Oncol","2026","2025/12/06","","","10.1016/j.radonc.2025.111316"
"41351213","Artificial Intelligence Tools for Drug Target Discovery Research: Database, Tools, Applications, and Challenges","Zhang R, Liu SX, Tao Y, Wang XN, Feng L, Wang Z.","Chemistry. 2026 Jan 9;32(2):e03240. doi: 10.1002/chem.202503240. Epub 2025 Dec 5.","Zhang R","Chemistry","2026","2025/12/06","","","10.1002/chem.202503240"
"41350205","AlphaGenome, a Swiss-army knife for exploring non-coding DNA","García-González J, Gogolewski K.","Trends Genet. 2026 Jan;42(1):4-6. doi: 10.1016/j.tig.2025.11.007. Epub 2025 Dec 4.","García-González J","Trends Genet","2026","2025/12/05","PMC12750497","NIHMS2125991","10.1016/j.tig.2025.11.007"
"41349936","Multi-omic biomarker detection in ovarian cancer","Abuhassan Q, Al-Assi G, Rekha MM, Chanania K, Bavanilatha M, Arora V, Sinha A, Hayitova M.","Clin Chim Acta. 2026 Feb 1;581:120758. doi: 10.1016/j.cca.2025.120758. Epub 2025 Dec 3.","Abuhassan Q","Clin Chim Acta","2026","2025/12/05","","","10.1016/j.cca.2025.120758"
"41348934","Artificial Intelligence in Prostate MRI: Addressing Current Limitations Through Emerging Technologies","Johnson PM, Umapathy L, Gigax B, Rossi JK, Tong A, Bruno M, Sodickson DK, Nayan M, Chandarana H.","J Magn Reson Imaging. 2026 Mar;63(3):617-630. doi: 10.1002/jmri.70189. Epub 2025 Dec 5.","Johnson PM","J Magn Reson Imaging","2026","2025/12/05","","","10.1002/jmri.70189"
"41348431","Towards a phylogenetically informed approach to solving protein-protein interactions","Lim CS, Mace P, Fineran PC, Gardner PP.","Biochem Soc Trans. 2025 Dec 3;53(6):BST20253031. doi: 10.1042/BST20253031.","Lim CS","Biochem Soc Trans","2025","2025/12/05","PMC12751078","","10.1042/BST20253031"
"41348251","Bioinformatics and artificial intelligence in genomic data analysis: current advances and future directions","Olawade DB, Kade A, Egbon E, Usman SO, Fapohunda O, Ijiwade J, Ogbonna CE.","Mol Genet Genomics. 2025 Dec 5;300(1):111. doi: 10.1007/s00438-025-02314-x.","Olawade DB","Mol Genet Genomics","2025","2025/12/05","","","10.1007/s00438-025-02314-x"
"41347125","Artificial intelligence in diabetes care: from predictive analytics to generative AI and implementation challenges","Deng M, Yang R, Zheng X, Deng Y, Jiang J.","Front Endocrinol (Lausanne). 2025 Nov 19;16:1620132. doi: 10.3389/fendo.2025.1620132. eCollection 2025.","Deng M","Front Endocrinol (Lausanne)","2025","2025/12/05","PMC12672236","","10.3389/fendo.2025.1620132"
"41345973","Data visiting governance: a conceptual framework","Thaldar D.","Hum Genomics. 2025 Dec 4;20(1):11. doi: 10.1186/s40246-025-00864-0.","Thaldar D","Hum Genomics","2025","2025/12/05","PMC12802004","","10.1186/s40246-025-00864-0"
"41344999","Leveraging Artificial Intelligence for decision support in neonatal and pediatric pharmacotherapy: A scoping review","Conte L, Decembrino N, Arribas C, Cucci F, De Nunzio G, Amodeo I, Raffaeli G, Leonardi R, Cascio D, Garrido F, Cavallaro G.","Semin Fetal Neonatal Med. 2026 Feb;31(1):101691. doi: 10.1016/j.siny.2025.101691. Epub 2025 Nov 19.","Conte L","Semin Fetal Neonatal Med","2026","2025/12/04","","","10.1016/j.siny.2025.101691"
"41344965","Applicator reconstruction in cervical cancer brachytherapy: A systematic review of current methods, challenges, and AI-driven future directions","Sargazi V, Naseri S, Gholamhosseinian H, Momennezhad M.","Brachytherapy. 2026 Mar-Apr;25(2):262-274. doi: 10.1016/j.brachy.2025.10.004. Epub 2025 Dec 3.","Sargazi V","Brachytherapy","2026","2025/12/04","","","10.1016/j.brachy.2025.10.004"
"41344758","Microbial-mycotoxin interactions in food: A review of ecotoxicological implications and omics approaches for understanding detoxification mechanisms","Okoye CO, Ezenwanne BC, Olalowo OO, Ajanwachukwu OJ, Chukwudozie KI.","Food Microbiol. 2026 Apr;135:104955. doi: 10.1016/j.fm.2025.104955. Epub 2025 Oct 14.","Okoye CO","Food Microbiol","2026","2025/12/04","","","10.1016/j.fm.2025.104955"
"41344270","Digital pathology-based prognostic model for hepatocellular carcinoma: Integrating pathomics signatures with clinical parameters for recurrence prediction and biological interpretation","Wang Q, Huang Y, Zhang Y, Zhu Y, Hu P, Xu Y, Jiang ZY, Liu L, Li SW.","Comput Methods Programs Biomed. 2026 Feb;275:109180. doi: 10.1016/j.cmpb.2025.109180. Epub 2025 Nov 27.","Wang Q","Comput Methods Programs Biomed","2026","2025/12/04","","","10.1016/j.cmpb.2025.109180"
