pmid,title,authors,journal,year,doi,cited_by_count,abstract
31382223,CADOES: An interactive machine-learning approach for sex estimation with the pelvis,"d'Oliveira Coelho J, Curate F.",Forensic Sci Int,2019,10.1016/j.forsciint.2019.109873,0,"The pelvis is consistently regarded as the most sexually dimorphic region of the human skeleton, and methods for sex estimation with the pelvic bones are usually very accurate. In this investigation, population-specific osteometric models for the assessment of sex with the pelvis were designed using a dataset provided by J.A. Serra (1938) that included 256 individuals (131 females and 125 males) from the Coimbra Identified Skeletal Collection and 38 metric variables. The models for sex estimation were operationalized through an online application and decision support system, CADOES. Different classification algorithms generated high accuracy models, ranging from 85% to 92%, with only three variables; and from 85.33% to 97.33%, with all 38 variables. CADOES conveys a probabilistic prediction of skeletal sex, as well as a suite of attributes with educational applicability in the fields of human skeletal anatomy and statistics. This study upholds the value of the pelvis for the estimation of skeletal sex and provides models for that can be applied with high accuracy and low bias."
25954431,Stochastic Gradient Descent and the Prediction of MeSH for PubMed Records,"Wilbur WJ, Kim W.",AMIA Annu Symp Proc,2014,,0,"Stochastic Gradient Descent (SGD) has gained popularity for solving large scale supervised machine learning problems. It provides a rapid method for minimizing a number of loss functions and is applicable to Support Vector Machine (SVM) and Logistic optimizations. However SGD does not provide a convenient stopping criterion. Generally an optimal number of iterations over the data may be determined using held out data. Here we compare stopping predictions based on held out data with simply stopping at a fixed number of iterations and show that the latter works as well as the former for a number of commonly studied text classification problems. In particular fixed stopping works well for MeSH(®) predictions on PubMed(®) records. We also surveyed the published algorithms for SVM learning on large data sets, and chose three for comparison: PROBE, SVMperf, and Liblinear and compared them with SGD with a fixed number of iterations. We find SGD with a fixed number of iterations performs as well as these alternative methods and is much faster to compute. As an application we made SGD-SVM predictions for all MeSH terms and used the Pool Adjacent Violators (PAV) algorithm to convert these predictions to probabilities. Such probabilistic predictions lead to ranked MeSH term predictions superior to previously published results on two test sets."
32984901,A machine learning-based clinical decision support system to identify prescriptions with a high risk of medication error,"Corny J, Rajkumar A, Martin O, Dode X, Lajonchère JP, Billuart O, Bézie Y, Buronfosse A.",J Am Med Inform Assoc,2020,10.1093/jamia/ocaa154,0,"To improve patient safety and clinical outcomes by reducing the risk of prescribing errors, we tested the accuracy of a hybrid clinical decision support system in prioritizing prescription checks. Data from electronic health records were collated over a period of 18 months. Inferred scores at a patient level (probability of a patient's set of active orders to require a pharmacist review) were calculated using a hybrid approach (machine learning and a rule-based expert system). A clinical pharmacist analyzed randomly selected prescription orders over a 2-week period to corroborate our findings. Predicted scores were compared with the pharmacist's review using the area under the receiving-operating characteristic curve and area under the precision-recall curve. These metrics were compared with existing tools: computerized alerts generated by a clinical decision support (CDS) system and a literature-based multicriteria query prioritization technique. Data from 10 716 individual patients (133 179 prescription orders) were used to train the algorithm on the basis of 25 features in a development dataset. While the pharmacist analyzed 412 individual patients (3364 prescription orders) in an independent validation dataset, the areas under the receiving-operating characteristic and precision-recall curves of our digital system were 0.81 and 0.75, respectively, thus demonstrating greater accuracy than the CDS system (0.65 and 0.56, respectively) and multicriteria query techniques (0.68 and 0.56, respectively). Our innovative digital tool was notably more accurate than existing techniques (CDS system and multicriteria query) at intercepting potential prescription errors. By primarily targeting high-risk patients, this novel hybrid decision support system improved the accuracy and reliability of prescription checks in a hospital setting."
30369456,Design of a Clinical Decision Support System for Predicting Erectile Dysfunction in Men Using NHIRD Dataset,"Chen YF, Lin CS, Hong CF, Lee DJ, Sun C, Lin HH.",IEEE J Biomed Health Inform,2019,10.1109/jbhi.2018.2877595,0,"Erectile dysfunction (ED) affects millions of men worldwide. Men with ED generally complain failure to attain or maintain an adequate erection during sexual activity. The prevalence of ED is strongly correlated with age, affecting about 40% of men at age 40 and nearly 70% at age 70. A variety of chronic diseases, including diabetes, ischemic heart disease, congestive heart failure, hypertension, depression, chronic renal failure, obstructive sleep apnea, prostate disease, gout, and sleep disorder, were reported to be associated with ED. In this study, data retrieved from a subset of the National Health Insurance Research Database of Taiwan were used for designing the clinical decision support system (CDSS) for predicting ED incidences in men. The positive cases were male patients aged 20-65 who were diagnosed with ED between January 2000 and December 2010 confirmed by at least three outpatient visits or at least one inpatient visit, while the negative cases were randomly selected from the database without a history of ED and were frequency (1:1), age, and index year matched with the ED patients. Data of a total of 2832 ED patients and 2832 non-ED patients, each consisting of 41 features including index age, 10 comorbidities, and 30 other comorbidity-related variables, were retrieved for designing the predictive models. Integrated genetic algorithm and support vector machine was adopted to design the CDSSs with two experiments of independent training and testing (ITT) conducted to verify their effectiveness. In the 1st ITT experiment, data extracted from January 2000 till December 2005 (61.51%, 1742 positive cases and 1742 negative cases) were used for training and validating and the data retrieved from January 2006 till December 2010 were used for testing (38.49%), whereas in the 2nd ITT experiment, data in the training set (77.78%) were extracted from January 2000 till Deceber 2007 and those in the testing set (22.22%) were retrieved afterward. Tenfold cross validation and three different objective functions were adopted for obtaining the optimal models with best predictive performance in the training phase. The testing results show that the CDSSs achieved a predictive performance with accuracy, sensitivity, specificity, g-mean, and area under ROC curve of 74.72%-76.65%, 72.33%-83.76%, 69.54%-77.10%, 0.7468-0.7632, and 0.766-0.817, respectively. In conclusion, the CDSSs designed based on cost-sensitive objective functions as well as salient comorbidity-related features achieve satisfactory predictive performance for predicting ED incidences."
39294200,Effective clinical decision support implementation using a multi filter and wrapper optimisation model for Internet of Things based healthcare data,"Robert Vincent ACS, Sengan S.",Sci Rep,2024,10.1038/s41598-024-71726-3,0,"Feature Selection (FS) is essential in the Internet of Things (IoT)-based Clinical Decision Support Systems (CDSS) to improve the accuracy and efficiency of the system. With the increasing number of sensors and devices used in healthcare, the volume of data generated is vast and complex. Relevant FS from this data is crucial in reducing computational overhead, improving the system's interpretability, and enhancing the Decision-Making System (DMS) quality. FS also aids in addressing the problems of data redundancy and noise, which can negatively impact the system's performance. FS is critical to developing practical and dependable CDSS in IoT-based healthcare sectors. This research proposes a two-phase FS model. Phase-I employs an ensemble of five Filter Methods (FM), followed by a Pearson Correlation Method (PCM). Phase-II uses the Binary Optimized Genetic Grey Wolf Optimization Algorithm (BOGGWOA) as a Wrapper Method (WM). This recommended model integrates the most valuable features of each filter. Then, it uses the Pearson Correlation Coefficient (PCC) to get rid of features that aren't needed, a Support Vector Machine (SVM) to guess how accurate their classification will be, and BOGGWOA as the Wrapper Method (WM) to pick the most essential features with the best CA."
26262058,Advances In Infection Surveillance and Clinical Decision Support With Fuzzy Sets and Fuzzy Logic,"Koller W, de Bruin JS, Rappelsberger A, Adlassnig KP.",Stud Health Technol Inform,2015,,0,"By the use of extended intelligent information technology tools for fully automated healthcare-associated infection (HAI) surveillance, clinicians can be informed and alerted about the emergence of infection-related conditions in their patients. Moni--a system for monitoring nosocomial infections in intensive care units for adult and neonatal patients--employs knowledge bases that were written with extensive use of fuzzy sets and fuzzy logic, allowing the inherent un-sharpness of clinical terms and the inherent uncertainty of clinical conclusions to be a part of Moni's output. Thus, linguistic as well as propositional uncertainty became a part of Moni, which can now report retrospectively on HAIs according to traditional crisp HAI surveillance definitions, as well as support clinical bedside work by more complex crisp and fuzzy alerts and reminders. This improved approach can bridge the gap between classical retrospective surveillance of HAIs and ongoing prospective clinical-decision-oriented HAI support."
33936489,Natural Language Processing and Machine Learning to Enable Clinical Decision Support for Treatment of Pediatric Pneumonia,"Smith JC, Spann A, McCoy AB, Johnson JA, Arnold DH, Williams DJ, Weitkamp AO.",AMIA Annu Symp Proc,2021,,0,"Pneumonia is the most frequent cause of infectious disease-related deaths in children worldwide. Clinical decision support (CDS) applications can guide appropriate treatment, but the system must first recognize the appropriate diagnosis. To enable CDS for pediatric pneumonia, we developed an algorithm integrating natural language processing (NLP) and random forest classifiers to identify potential pediatric pneumonia from radiology reports. We deployed the algorithm in the EHR of a large children's hospital using real-time NLP. We describe the development and deployment of the algorithm, and evaluate our approach using 9-months of data gathered while the system was in use. Our model, trained on individual radiology reports, had an AUC of 0.954. The intervention, evaluated on patient encounters that could include multiple radiology reports, achieved a sensitivity, specificity, and positive predictive value of0.899, 0.949, and 0.781, respectively."
30854458,Deep Learning Approach for Assessment of Bladder Cancer Treatment Response,"Wu E, Hadjiiski LM, Samala RK, Chan HP, Cha KH, Richter C, Cohan RH, Caoili EM, Paramagul C, Alva A, Weizer AZ.",Tomography,2019,10.18383/j.tom.2018.00036,0,"We compared the performance of different Deep learning-convolutional neural network (DL-CNN) models for bladder cancer treatment response assessment based on transfer learning by freezing different DL-CNN layers and varying the DL-CNN structure. Pre- and posttreatment computed tomography scans of 123 patients (cancers, 129; pre- and posttreatment cancer pairs, 158) undergoing chemotherapy were collected. After chemotherapy 33% of patients had T0 stage cancer (complete response). Regions of interest in pre- and posttreatment scans were extracted from the segmented lesions and combined into hybrid pre -post image pairs (h-ROIs). Training (pairs, 94; h-ROIs, 6209), validation (10 pairs) and test sets (54 pairs) were obtained. The DL-CNN consisted of 2 convolution (C1-C2), 2 locally connected (L3-L4), and 1 fully connected layers. The DL-CNN was trained with h-ROIs to classify cancers as fully responding (stage T0) or not fully responding to chemotherapy. Two radiologists provided lesion likelihood of being stage T0 posttreatment. The test area under the ROC curve (AUC) was 0.73 for T0 prediction by the base DL-CNN structure with randomly initialized weights. The base DL-CNN structure with pretrained weights and transfer learning (no frozen layers) achieved test AUC of 0.79. The test AUCs for 3 modified DL-CNN structures (different C1-C2 max pooling filter sizes, strides, and padding, with transfer learning) were 0.72, 0.86, and 0.69. For the base DL-CNN with (C1) frozen, (C1-C2) frozen, and (C1-C2-L3) frozen, the test AUCs were 0.81, 0.78, and 0.71, respectively. The radiologists' AUCs were 0.76 and 0.77. DL-CNN performed better with pretrained than randomly initialized weights."
30101305,Developing and maintaining clinical decision support using clinical knowledge and machine learning: the case of order sets,"Zhang Y, Trepp R, Wang W, Luna J, Vawdrey DK, Tiase V.",J Am Med Inform Assoc,2018,10.1093/jamia/ocy099,0,"Development and maintenance of order sets is a knowledge-intensive task for off-the-shelf machine-learning algorithms alone. We hypothesize that integrating clinical knowledge with machine learning can facilitate effective development and maintenance of order sets while promoting best practices in ordering. To this end, we simulated the revision of an ""AM Lab Order Set"" under 6 revision approaches. Revisions included changes in the order set content or default settings through 1) population statistics, 2) individualized prediction using machine learning, and 3) clinical knowledge. Revision criteria were determined using electronic health record (EHR) data from 2014 to 2015. Each revision's clinical appropriateness, workload from using the order set, and generalizability across time were evaluated using EHR data from 2016 and 2017. Our results suggest a potential order set revision approach that jointly leverages clinical knowledge and machine learning to improve usability while updating contents based on latest clinical knowledge and best practices."
41495684,"Interpretable clinical decision support systems in high-risk pregnancy: a scoping review of models, methods, and implementation","Badisy IE, Assarag B, Belrhiti Z.",BMC Pregnancy Childbirth,2026,10.1186/s12884-025-08614-9,0,"Clinical Decision Support Systems (CDSS) powered by machine learning (ML) are increasingly recognized as valuable tools for improving maternal healthcare, particularly in the prevention of high-risk pregnancies. However, their adoption in real-world settings remains limited due to concerns about transparency, reproducibility, and integration into clinical workflows. Interpretable ML methods offer a promising solution by enhancing the usability and trustworthiness of these systems. This scoping review maps interpretable CDSS for maternal high-risk pregnancy prevention and intrapartum management, including both ML and rule-based systems. We examined model characteristics, implementation and validation approaches, and interpretability methods. We searched PubMed and supplemented results with targeted screening in Google Scholar. Included studies reported interpretable outputs and clinical performance. Key data extracted encompassed study design, CDSS type, validation strategies, interpretability techniques, and clinical outcomes. Nineteen studies met the inclusion criteria. Most ML studies used Random Forests or Support Vector Machines. non-ML systems commonly implemented standardized rules, scoring systems with early-warning alerts. Post hoc methods such as SHAP and LIME were frequently used. Reporting of code/data availability was variably documented, which may limited reproducibility. Most evaluations were retrospective, constraining generalizability. Future work should prioritize transparent, prospective, and open science practices, with interpretable outputs aligned to clinical reasoning for successful integration."
29776758,Using preference learning for detecting inconsistencies in clinical practice guidelines: Methods and application to antibiotherapy,"Tsopra R, Lamy JB, Sedki K.",Artif Intell Med,2018,10.1016/j.artmed.2018.04.013,0,"Clinical practice guidelines provide evidence-based recommendations. However, many problems are reported, such as contradictions and inconsistencies. For example, guidelines recommend sulfamethoxazole/trimethoprim in child sinusitis, but they also state that there is a high bacteria resistance in this context. In this paper, we propose a method for the semi-automatic detection of inconsistencies in guidelines using preference learning, and we apply this method to antibiotherapy in primary care. The preference model was learned from the recommendations and from a knowledge base describing the domain. We successfully built a generic model suitable for all infectious diseases and patient profiles. This model includes both preferences and necessary features. It allowed the detection of 106 candidate inconsistencies which were analyzed by a medical expert. 55 inconsistencies were validated. We showed that therapeutic strategies of guidelines in antibiotherapy can be formalized by a preference model. In conclusion, we proposed an original approach, based on preferences, for modeling clinical guidelines. This model could be used in future clinical decision support systems for helping physicians to prescribe antibiotics."
30733162,An Intelligent Clinical Decision Support System for Preoperative Prediction of Lymph Node Metastasis in Gastric Cancer,"Feng QX, Liu C, Qi L, Sun SW, Song Y, Yang G, Zhang YD, Liu XS.",J Am Coll Radiol,2019,10.1016/j.jacr.2018.12.017,0,"The aim of this study was to develop and validate a computational clinical decision support system (DSS) on the basis of CT radiomics features for the prediction of lymph node (LN) metastasis in gastric cancer (GC) using machine learning-based analysis. Clinicopathologic and CT imaging data were retrospectively collected from 490 patients who were diagnosed with GC between January 2002 and December 2016. Radiomics features were extracted from venous-phase CT images. Relevant features were selected, ranked, and modeled using a support vector machine classifier in 326 training and validation data sets. A model test was performed independently in a test set (n = 164). Finally, a head-to-head comparison of the diagnostic performance of the DSS and that of the conventional staging criterion was performed. Two hundred ninety-seven of the 490 patients examined had histopathologic evidence of LN metastasis, yielding a 60.6% metastatic rate. The area under the curve for predicting LN+ was 0.824 (95% confidence interval, 0.804-0.847) for the DSS in the training and validation data and 0.764 (95% confidence interval, 0.699-0.833) in the test data. The calibration plots showed good concordance between the predicted and observed probability of LN+ using the DSS approach. The DSS was better able to predict LN metastasis than the conventional staging criterion in the training and validation data (accuracy 76.4% versus 63.5%) and in the test data (accuracy 71.3% versus 63.2%) CONCLUSIONS: A DSS based on 13 ""worrisome"" radiomics features appears to be a promising tool for the preoperative prediction of LN status in patients with GC."
34561377,CheXED: Comparison of a Deep Learning Model to a Clinical Decision Support System for Pneumonia in the Emergency Department,"Irvin JA, Pareek A, Long J, Rajpurkar P, Eng DK, Khandwala N, Haug PJ, Jephson A, Conner KE, Gordon BH, Rodriguez F, Ng AY, Lungren MP, Dean NC.",J Thorac Imaging,2022,10.1097/rti.0000000000000622,0,"Patients with pneumonia often present to the emergency department (ED) and require prompt diagnosis and treatment. Clinical decision support systems for the diagnosis and management of pneumonia are commonly utilized in EDs to improve patient care. The purpose of this study is to investigate whether a deep learning model for detecting radiographic pneumonia and pleural effusions can improve functionality of a clinical decision support system (CDSS) for pneumonia management (ePNa) operating in 20 EDs. In this retrospective cohort study, a dataset of 7434 prior chest radiographic studies from 6551 ED patients was used to develop and validate a deep learning model to identify radiographic pneumonia, pleural effusions, and evidence of multilobar pneumonia. Model performance was evaluated against 3 radiologists' adjudicated interpretation and compared with performance of the natural language processing of radiology reports used by ePNa. The deep learning model achieved an area under the receiver operating characteristic curve of 0.833 (95% confidence interval [CI]: 0.795, 0.868) for detecting radiographic pneumonia, 0.939 (95% CI: 0.911, 0.962) for detecting pleural effusions and 0.847 (95% CI: 0.800, 0.890) for identifying multilobar pneumonia. On all 3 tasks, the model achieved higher agreement with the adjudicated radiologist interpretation compared with ePNa. A deep learning model demonstrated higher agreement with radiologists than the ePNa CDSS in detecting radiographic pneumonia and related findings. Incorporating deep learning models into pneumonia CDSS could enhance diagnostic performance and improve pneumonia management."
40372452,What is the role of large language models in the management of urolithiasis?: a review,"Ates T, Tamkac N, Sukur IH, Ok F.",Urolithiasis,2025,10.1007/s00240-025-01761-w,0,"This review aimed to investigate the role of large language models (LLMs) in clinical decision support, patient counseling, and patient education in the management of urolithiasis. Eleven eligible studies were assessed following a comprehensive search of the Scopus and Web of Science databases. In the realm of clinical decision support, large language models (LLMs), particularly ChatGPT-4, have shown efficacy in areas such as the diagnosis of urolithiasis and initial treatment planning. An evaluation of the models' adherence to the European Association of Urology guidelines revealed that ChatGPT and Perplexity outperformed Bard. For patient counseling, Bing AI exhibited a robust capacity to deliver resource-based information. The studies have yielded conflicting results regarding ChatGPT versions' ability to empathize. In the context of patient education, models such as Claude-3 and ChatGPT-4 have demonstrated the capability to provide accurate and comprehensible answers to patient questions. However, it was noted that the quality of information is occasionally conveyed using complex language. LLMs have considerable potential as assistive tools in the management of urolithiasis; however, their limitations necessitate expert supervision, especially in complex cases. In the future, it is anticipated that these limitations will be mitigated through improved training and integration of these models into clinical practice. Consequently, LLMs should be employed as auxiliary tools rather than primary instruments in clinical decision-making."
41512598,Integrating probabilistic trees and causal networks for clinical and epidemiological data,"Zahoor S, Liò P, Dias G, Hasanuzzaman M.",Artif Intell Med,2026,10.1016/j.artmed.2026.103350,0,"Healthcare decision-making requires not only accurate predictions but also insights into how factors influence patient outcomes. While traditional machine learning (ML) models excel at predicting outcomes, such as identifying high-risk patients, they are limited in addressing ""what if"" questions about interventions. This study introduces the Probabilistic Causal Fusion (PCF) framework, which integrates Causal Bayesian Networks (CBNs) and Probability Trees (PTrees) to extend beyond predictions. PCF leverages causal relationships from CBNs to structure PTrees, enabling both the quantification of factor impacts and the simulation of hypothetical interventions. The framework is evaluated on three clinically diverse, real-world datasets, MIMIC-IV, Framingham Heart Study, and BRFSS (Diabetes), demonstrating consistent predictive performance comparable to conventional ML models, while offering enhanced interpretability and causal reasoning capabilities. In contrast to conventional approaches focused solely on prediction, PCF offers a unified framework for prediction, intervention modelling, and counterfactual analysis, forming a holistic toolkit for clinical decision support. To enhance interpretability, PCF incorporates sensitivity analysis and SHapley Additive exPlanations (SHAP). Sensitivity analysis quantifies the influence of causal parameters on outcomes such as Length of Stay (LOS), Coronary Heart Disease (CHD), and Diabetes, while SHAP highlights the importance of individual features in predictive modelling. This dual-layered interpretability offers both macro-level insights into causal pathways and micro-level explanations for individual predictions. By combining causal reasoning with predictive modelling, PCF bridges the gap between clinical intuition and data-driven insights. Its ability to uncover relationships between modifiable factors and simulate hypothetical scenarios provides clinicians with a clearer understanding of causal pathways. This approach supports more informed, evidence-based decision-making, offering a robust framework for addressing complex questions in diverse healthcare settings."
41360833,COVID-19 severity analysis for clinical decision support based on machine learning approach,"Kim JE, Kim T, Chowell G, Kim HS, Lee S.",Sci Rep,2025,10.1038/s41598-025-27277-2,0,"The COVID-19 pandemic has placed immense pressure on global healthcare systems, underscoring the urgent need for early and accurate prediction of disease severity to improve patient care and optimize resource allocation. Failure in ward allocation can lead to wasted hospital resources and inadequate treatment. This study analyzes data from 806 COVID-19 patients admitted to the emergency room of Chungbuk National University Hospital, Korea, between January 2021 and December 2022, to develop machine learning models that predict which patients should be prioritized for intensive care unit (ICU) placement based on initial clinical information. Additionally, two different severity criteria were considered based on actual ICU level interventions (Criterion I) and based on national policy definitions (Criterion II). Single models of logistic regression, random forest, support vector machine, light gradient boosting, and extreme gradient boosting, as well as ensemble learning models using voting classifiers, were used. The ensemble model achieved the best performance, with recall rates of 96.2% and 88.2% for each criterion, respectively. Key features such as glucose level, neutrophil count, high sensitivity C-reactive protein (hsCRP) level, and albumin level were identified, improving model interpretability. This study provides valuable insights for healthcare professionals to support effective early ward allocation and treatment strategies."
40380447,Assessing Healthcare Stakeholder Understanding of Machine Learning Documentation,"Frey N, Agha-Mir-Salim L, Hinz E, Poncette AS, Balzer F.",Stud Health Technol Inform,2025,10.3233/shti250336,0,"Artificial Intelligence (AI) has significantly advanced clinical decision support systems in healthcare, particularly using Machine Learning (ML) models. However, the technical nature of current ML model documentation often leads to lack of comprehension among healthcare stakeholders. This study assessed the understanding of ML model documentation for a sepsis prediction model during an interdisciplinary workshop with 24 participants. Results showed that participants had moderate AI literacy (mean score: 40.13 out of 65) and that on average 65% of the model documentation was understood. Key barriers to understanding included technical jargon, unexplained abbreviations, lack of contextual clarity, and dense data presentation, which impacted usability. Participants recommended the use of simplified language, clear explanations, and visual aids to enhance clarity and facilitate integration into clinical workflows."
39176595,INSAFEDARE Project: Innovative Applications of Assessment and Assurance of Data and Synthetic Data for Regulatory Decision Support,"Gallos P, Matragkas N, Islam SU, Epiphaniou G, Hansen S, Harrison S, van Dijk B, Haas M, Pappous G, Brouwer S, Torlontano F, Abbasi SF, Pournik O, Churm J, Mantas J, Parra-Calderón CL, Petkousis D, Weber P, Dzingina B, Mraidha C, Maple C, Achterberg J, Spruit M, Saratsioti E, Moustaghfir Y, Arvanitis TN.",Stud Health Technol Inform,2024,10.3233/shti240624,0,"Digital health solutions hold promise for enhancing healthcare delivery and patient outcomes, primarily driven by advancements such as machine learning, artificial intelligence, and data science, which enable the development of integrated care systems. Techniques for generating synthetic data from real datasets are highly advanced and continually evolving. This paper aims to present the INSAFEDARE project's ambition regarding medical devices' regulation and how real and synthetic data can be used to check if devices are safe and effective. The project will consist of three pillars: a) assurance of new state-of-the-art technologies and approaches (such as synthetic data), which will support the validation methods as part of regulatory decision-making; b) technical and scientific, focusing on data-based safety assurance, as well as discovery, integration and use of datasets, and use of machine learning approaches; and c) delivery to practice, through co-production involving relevant stakeholders, dissemination and sustainability of the project's outputs. Finally, INSAFEDARE will develop an open syllabus and training certification for health professionals focused on quality assurance."
31029130,An open access medical knowledge base for community driven diagnostic decision support system development,"Müller L, Gangadharaiah R, Klein SC, Perry J, Bernstein G, Nurkse D, Wailes D, Graham R, El-Kareh R, Mehta S, Vinterbo SA, Aronoff-Spencer E.",BMC Med Inform Decis Mak,2019,10.1186/s12911-019-0804-1,0,"While early diagnostic decision support systems were built around knowledge bases, more recent systems employ machine learning to consume large amounts of health data. We argue curated knowledge bases will remain an important component of future diagnostic decision support systems by providing ground truth and facilitating explainable human-computer interaction, but that prototype development is hampered by the lack of freely available computable knowledge bases. We constructed an open access knowledge base and evaluated its potential in the context of a prototype decision support system. We developed a modified set-covering algorithm to benchmark the performance of our knowledge base compared to existing platforms. Testing was based on case reports from selected literature and medical student preparatory material. The knowledge base contains over 2000 ICD-10 coded diseases and 450 RX-Norm coded medications, with over 8000 unique observations encoded as SNOMED or LOINC semantic terms. Using 117 medical cases, we found the accuracy of the knowledge base and test algorithm to be comparable to established diagnostic tools such as Isabel and DXplain. Our prototype, as well as DXplain, showed the correct answer as ""best suggestion"" in 33% of the cases. While we identified shortcomings during development and evaluation, we found the knowledge base to be a promising platform for decision support systems. We built and successfully evaluated an open access knowledge base to facilitate the development of new medical diagnostic assistants. This knowledge base can be expanded and curated by users and serve as a starting point to facilitate new technology development and system improvement in many contexts."
36055639,Infrastructure platform for privacy-preserving distributed machine learning development of computer-assisted theragnostics in cancer,"Field M, Thwaites DI, Carolan M, Delaney GP, Lehmann J, Sykes J, Vinod S, Holloway L.",J Biomed Inform,2022,10.1016/j.jbi.2022.104181,0,"Emerging evidence suggests that data-driven support tools have found their way into clinical decision-making in a number of areas, including cancer care. Improving them and widening their scope of availability in various differing clinical scenarios, including for prognostic models derived from retrospective data, requires co-ordinated data sharing between clinical centres, secondary analyses of large multi-institutional clinical trial data, or distributed (federated) learning infrastructures. A systematic approach to utilizing routinely collected data across cancer care clinics remains a significant challenge due to privacy, administrative and political barriers. An information technology infrastructure and web service software was developed and implemented which uses machine learning to construct clinical decision support systems in a privacy-preserving manner across datasets geographically distributed in different hospitals. The infrastructure was deployed in a network of Australian hospitals. A harmonized, international ontology-linked, set of lung cancer databases were built with the routine clinical and imaging data at each centre. The infrastructure was demonstrated with the development of logistic regression models to predict major cardiovascular events following radiation therapy. The infrastructure implemented forms the basis of the Australian computer-assisted theragnostics (AusCAT) network for radiation oncology data extraction, reporting and distributed learning. Four radiation oncology departments (across seven hospitals) in New South Wales (NSW) participated in this demonstration study. Infrastructure was deployed at each centre and used to develop a model predicting for cardiovascular admission within a year of receiving curative radiotherapy for non-small cell lung cancer. A total of 10,417 lung cancer patients were identified with 802 being eligible for the model. Twenty features were chosen for analysis from the clinical record and linked registries. After selection, 8 features were included and a logistic regression model achieved an area under the receiver operating characteristic (AUROC) curve of 0.70 and C-index of 0.65 on out-of-sample data. The infrastructure developed was demonstrated to be usable in practice between clinical centres to harmonize routinely collected oncology data and develop models with federated learning. It provides a promising approach to enable further research studies in radiation oncology using real world clinical data."
39142598,On the role of the UMLS in supporting diagnosis generation proposed by Large Language Models,"Afshar M, Gao Y, Gupta D, Croxford E, Demner-Fushman D.",J Biomed Inform,2024,10.1016/j.jbi.2024.104707,0,"Traditional knowledge-based and machine learning diagnostic decision support systems have benefited from integrating the medical domain knowledge encoded in the Unified Medical Language System (UMLS). The emergence of Large Language Models (LLMs) to supplant traditional systems poses questions of the quality and extent of the medical knowledge in the models' internal knowledge representations and the need for external knowledge sources. The objective of this study is three-fold: to probe the diagnosis-related medical knowledge of popular LLMs, to examine the benefit of providing the UMLS knowledge to LLMs (grounding the diagnosis predictions), and to evaluate the correlations between human judgments and the UMLS-based metrics for generations by LLMs. We evaluated diagnoses generated by LLMs from consumer health questions and daily care notes in the electronic health records using the ConsumerQA and Problem Summarization datasets. Probing LLMs for the UMLS knowledge was performed by prompting the LLM to complete the diagnosis-related UMLS knowledge paths. Grounding the predictions was examined in an approach that integrated the UMLS graph paths and clinical notes in prompting the LLMs. The results were compared to prompting without the UMLS paths. The final experiments examined the alignment of different evaluation metrics, UMLS-based and non-UMLS, with human expert evaluation. In probing the UMLS knowledge, GPT-3.5 significantly outperformed Llama2 and a simple baseline yielding an F1 score of 10.9% in completing one-hop UMLS paths for a given concept. Grounding diagnosis predictions with the UMLS paths improved the results for both models on both tasks, with the highest improvement (4%) in SapBERT score. There was a weak correlation between the widely used evaluation metrics (ROUGE and SapBERT) and human judgments. We found that while popular LLMs contain some medical knowledge in their internal representations, augmentation with the UMLS knowledge provides performance gains around diagnosis generation. The UMLS needs to be tailored for the task to improve the LLMs predictions. Finding evaluation metrics that are aligned with human judgments better than the traditional ROUGE and BERT-based scores remains an open research question."
40405345,Guideline-driven clinical decision support for colonoscopy patients using the hierarchical multi-label deep learning method,"Wu J, Chen J, Zhang H, Luan Z, Zhao Y, Sun M, Wang S, Li C, Zhao Z, Zhang W, Chen Y, Zhang J, Li Y, Liu K, Niu J, Sun G.",Chin Med J (Engl),2025,10.1097/cm9.0000000000003469,0,"Over 20 million colonoscopies are performed in China annually. An automatic clinical decision support system (CDSS) with accurate semantic recognition of colonoscopy reports and guideline-based is helpful to relieve the increasing medical burden and standardize the healthcare. In this study, the CDSS was built under a hierarchical-label interpretable classification framework, trained by a state-of-the-art transformer-based model, and validated in a multi-center style. We conducted stratified sampling on a previously established dataset containing 302,965 electronic colonoscopy reports with pathology, identified 2041 patients' records representative of overall features, and randomly divided into the training and testing sets (7:3). A total of five main labels and 22 sublabels were applied to annotate each record on a network platform, and the data were trained respectively by three pre-training models on Chinese corpus website, including bidirectional encoder representations from transformers (BERT)-base-Chinese (BC), the BERT-wwm-ext-Chinese (BWEC), and ernie-3.0-base-zh (E3BZ). The performance of trained models was subsequently compared with a randomly initialized model, and the preferred model was selected. Model fine-tuning was applied to further enhance the capacity. The system was validated in five other hospitals with 3177 consecutive colonoscopy cases. The E3BZ pre-trained model exhibited the best performance, with a 90.18% accuracy and a 69.14% Macro-F1 score overall. The model achieved 100% accuracy in identifying cancer cases and 99.16% for normal cases. In external validation, the model exhibited favorable consistency and good performance among five hospitals. The novel CDSS possesses high-level semantic recognition of colonoscopy reports, provides appropriate recommendations, and holds the potential to be a powerful tool for physicians and patients. The hierarchical multi-label strategy and pre-training method should be amendable to manage more medical text in the future."
