pmid,title,year,doi,cited_by_count,cluster,cluster_label,cluster_name,study_design,abstract
,genetic variants in metabolic signaling pathways and their interaction with lifestyle factors on breast cancer risk: a random survival forest analysis,2018,10.1158/1940-6207.capr-17-0143,0,15,"cancer, analysis, genes, learning, machine","cancer, analysis, genes, learning, machine",Other,
,a knowledge-modeling approach to integrate multiple clinical practice guidelines to provide evidence-based clinical decision support for managing comorbid conditions,2017,10.1007/s10916-017-0841-1,0,12,"clinical, knowledge, support, decision, based","clinical, knowledge, support, decision, based",Other,
,machine learning to identify multigland disease in primary hyperparathyroidism,2017,10.1016/j.jss.2017.05.117,0,21,"learning, deep, using, covid, 19","learning, deep, using, covid, 19",Other,
,using clinical notes and natural language processing for automated hiv risk assessment,2018,10.1097/qai.0000000000001580,0,0,"clinical, using, language, natural, processing","clinical, using, language, natural, processing",Other,
,pulmonary ventilation imaging in asthma and cystic fibrosis using oxygen-enhanced 3d radial ultrashort echo time mri,2018,10.1002/jmri.25877,0,16,"based, image, diagnosis, images, learning","based, image, diagnosis, images, learning",Other,
,technical challenges in the clinical application of radiomics,2017,10.1200/cci.17.00004,0,2,"radiomics, radiogenomics, review, lung, cancer","radiomics, radiogenomics, review, lung, cancer",Other,
,distant supervision with transductive learning for adverse drug reaction identification from electronic medical records,2017,10.1155/2017/7575280,0,12,"clinical, knowledge, support, decision, based","clinical, knowledge, support, decision, based",Other,
,characteristics of knowledge content in a curated online evidence library,2018,10.1093/jamia/ocx092,0,12,"clinical, knowledge, support, decision, based","clinical, knowledge, support, decision, based",Other,
,using machine learning for sequence-level automated mri protocol selection in neuroradiology,2018,10.1093/jamia/ocx125,0,5,"learning, reconstruction, deep, mri, image","learning, reconstruction, deep, mri, image",Other,
,deepphe: a natural language processing system for extracting cancer phenotypes from clinical records,2017,10.1158/0008-5472.can-17-0615,0,0,"clinical, using, language, natural, processing","clinical, using, language, natural, processing",Other,
,human ipsc-derived chondrocytes mimic juvenile chondrocyte function for the dual advantage of increased proliferation and resistance to il-1β,2017,10.1186/s13287-017-0696-x,0,10,"analysis, covid, 19, genes, based","analysis, covid, 19, genes, based",Other,
,[assessment of mood disorders by passive data gathering: the concept of digital phenotype versus psychiatrist's professional culture],2018,10.1016/j.encep.2017.07.007,0,19,"learning, machine, clinical, based, patients","learning, machine, clinical, based, patients",Other,
,development of new diagnostic techniques - machine learning,2017,10.1007/978-981-10-5562-1_10,0,18,"learning, machine, prediction, patients, mortality","learning, machine, prediction, patients, mortality",Other,
,prostatectomy versus radiotherapy for early-stage prostate cancer (prepare) study: protocol for a mixed-methods study of treatment decision-making in men with localised prostate cancer,2017,10.1136/bmjopen-2017-018403,0,4,"radiotherapy, learning, planning, deep, cancer","radiotherapy, learning, planning, deep, cancer",Simulation / Human Factors Study,
,artificial intelligence learning semantics via external resources for classifying diagnosis codes in discharge notes,2017,10.2196/jmir.8344,0,0,"clinical, using, language, natural, processing","clinical, using, language, natural, processing",Other,
,ssel-ade: a semi-supervised ensemble learning framework for extracting adverse drug events from social media,2018,10.1016/j.artmed.2017.10.003,0,12,"clinical, knowledge, support, decision, based","clinical, knowledge, support, decision, based",Other,
,multidimensional knowledge-based framework is an essential step in the categorization of gene sets in complex disorders,2017,10.1142/s0219720017500226,0,10,"analysis, covid, 19, genes, based","analysis, covid, 19, genes, based",Other,
,predicting age by mining electronic medical records with deep learning characterizes differences between chronological and physiological age,2017,10.1016/j.jbi.2017.11.003,0,19,"learning, machine, clinical, based, patients","learning, machine, clinical, based, patients",Other,
,head and neck cancer tumor segmentation using support vector machine in dynamic contrast-enhanced mri,2017,10.1155/2017/8612519,0,8,"segmentation, deep, learning, detection, brain","segmentation, deep, learning, detection, brain",Other,
,transcriptome sequencing revealed candidate genes relevant to mesenchymal stem cells' role in aortic dissection patients,2018,10.3892/mmr.2017.7851,0,10,"analysis, covid, 19, genes, based","analysis, covid, 19, genes, based",Other,
,learning a variational network for reconstruction of accelerated mri data,2018,10.1002/mrm.26977,0,5,"learning, reconstruction, deep, mri, image","learning, reconstruction, deep, mri, image",Other,
,"pathological brain detection using weiner filtering, 2d-discrete wavelet transform, probabilistic pca, and random subspace ensemble classifier",2017,10.1155/2017/4205141,0,8,"segmentation, deep, learning, detection, brain","segmentation, deep, learning, detection, brain",Other,
,seeing the forest beyond the trees: predicting survival in burn patients with machine learning,2018,10.1016/j.amjsurg.2017.10.027,0,18,"learning, machine, prediction, patients, mortality","learning, machine, prediction, patients, mortality",Other,
,artificial intelligence in medical practice: the question to the answer?,2018,10.1016/j.amjmed.2017.10.035,0,13,"artificial, ai, intelligence, based, clinical","artificial, ai, intelligence, based, clinical",Other,"Computer science advances and ultra-fast computing speeds find artificial intelligence (AI) broadly benefitting modern society-forecasting weather, recognizing faces, detecting fraud, and deciphering genomics. AI's future role in medical practice remains an unanswered question. Machines (computers) learn to detect patterns not decipherable using biostatistics by processing massive datasets (big data) through layered mathematical models (algorithms). Correcting algorithm mistakes (training) adds to AI predictive model confidence. AI is being successfully applied for image analysis in radiology, pathology, and dermatology, with diagnostic speed exceeding, and accuracy paralleling, medical experts. While diagnostic confidence never reaches 100%, combining machines plus physicians reliably enhances system performance. Cognitive programs are impacting medical practice by applying natural language processing to read the rapidly expanding scientific literature and collate years of diverse electronic medical records. In this and other ways, AI may optimize the care trajectory of chronic disease patients, suggest precision therapies for complex illnesses, reduce medical errors, and improve subject enrollment into clinical trials. ddouglasmiller1@gmail.com. Nov 7."
,a survey of machine learning applications in hiv clinical research and care,2017,10.1016/j.compbiomed.2017.11.001,0,19,"learning, machine, clinical, based, patients","learning, machine, clinical, based, patients",Other,
,using semantics for representing experimental protocols,2017,10.1186/s13326-017-0160-y,0,0,"clinical, using, language, natural, processing","clinical, using, language, natural, processing",Other,
,prediction of lung cancer patient survival via supervised machine learning classification techniques,2017,10.1016/j.ijmedinf.2017.09.013,0,19,"learning, machine, clinical, based, patients","learning, machine, clinical, based, patients",Other,
,a statistical analysis based recommender model for heart disease patients,2017,10.1016/j.ijmedinf.2017.10.008,0,13,"artificial, ai, intelligence, based, clinical","artificial, ai, intelligence, based, clinical",Other,
,early hospital mortality prediction of intensive care unit patients using an ensemble learning approach,2017,10.1016/j.ijmedinf.2017.10.002,0,18,"learning, machine, prediction, patients, mortality","learning, machine, prediction, patients, mortality",Other,
,need of informatics in designing interoperable clinical registries,2017,10.1016/j.ijmedinf.2017.10.004,0,12,"clinical, knowledge, support, decision, based","clinical, knowledge, support, decision, based",Other,
,precision oncology beyond targeted therapy: combining omics data with machine learning matches the majority of cancer cells to effective therapeutics,2018,10.1158/1541-7786.mcr-17-0378,0,15,"cancer, analysis, genes, learning, machine","cancer, analysis, genes, learning, machine",Other,
,artificial intelligence in neurodegenerative disease research: use of ibm watson to identify additional rna-binding proteins altered in amyotrophic lateral sclerosis,2018,10.1007/s00401-017-1785-8,0,11,"disease, using, alzheimer, network, deep","disease, using, alzheimer, network, deep",Other,
,a novel bagging c4.5 algorithm based on wrapper feature selection for supporting wise clinical decision making,2018,10.1016/j.jbi.2017.11.005,0,19,"learning, machine, clinical, based, patients","learning, machine, clinical, based, patients",Other,
,"decreased interhemispheric coordination in the posterior default-mode network and visual regions as trait alterations in first-episode, drug-naive major depressive disorder",2018,10.1007/s11682-017-9794-8,0,11,"disease, using, alzheimer, network, deep","disease, using, alzheimer, network, deep",Other,
,recurrent neural networks with specialized word embeddings for health-domain named-entity recognition,2017,10.1016/j.jbi.2017.11.007,0,0,"clinical, using, language, natural, processing","clinical, using, language, natural, processing",Other,
,performance stability evaluation of atlas-based machine learning radiation therapy treatment planning in prostate cancer,2021,10.1088/1361-6560/abfff0,0,4,"radiotherapy, learning, planning, deep, cancer","radiotherapy, learning, planning, deep, cancer",Other,
,using data mining technology to predict medication-taking behaviour in women with breast cancer: a retrospective study,2022,10.1002/nop2.963,0,3,"data, mining, based, healthcare, medicine","data, mining, based, healthcare, medicine",Retrospective Cohort Study,
,wedea: a new eeg-based framework for emotion recognition,2022,10.1109/jbhi.2021.3091187,0,6,"based, heart, failure, recognition, fusion","based, heart, failure, recognition, fusion",Other,
,technical note: dose prediction for head and neck radiotherapy using a three-dimensional dense dilated u-net architecture,2021,10.1002/mp.14827,0,4,"radiotherapy, learning, planning, deep, cancer","radiotherapy, learning, planning, deep, cancer",Other,
,characterizing the clinical features and atrophy patterns of mapt-related frontotemporal dementia with disease progression modeling,2021,10.1212/wnl.0000000000012410,0,11,"disease, using, alzheimer, network, deep","disease, using, alzheimer, network, deep",Other,
,"optimizing antimicrobial use: challenges, advances and opportunities",2021,10.1038/s41579-021-00578-9,0,3,"data, mining, based, healthcare, medicine","data, mining, based, healthcare, medicine",Other,
,predicting malignancy in pediatric thyroid nodules: early experience with machine learning for clinical decision support,2021,10.1210/clinem/dgab435,0,21,"learning, deep, using, covid, 19","learning, deep, using, covid, 19",Other,
,"machine learning-based genetic diagnosis models for hereditary hearing loss by the gjb2, slc26a4 and mt-rnr1 variants",2021,10.1016/j.ebiom.2021.103322,0,10,"analysis, covid, 19, genes, based","analysis, covid, 19, genes, based",Other,
,the dosimetric impact of deep learning-based auto-segmentation of organs at risk on nasopharyngeal and rectal cancer,2021,10.1186/s13014-021-01837-y,0,20,"deep, learning, segmentation, risk, based","deep, learning, segmentation, risk, based",Other,
,impairing flow-mediated endothelial remodeling reduces extravasation of tumor cells,2021,10.1038/s41598-021-92515-2,0,14,"network, cell, human, rna, remodeling","network, cell, human, rna, remodeling",Other,
,identification of hub genes with prognostic values in multiple myeloma by bioinformatics analysis,2021,10.1080/16078454.2021.1943617,0,15,"cancer, analysis, genes, learning, machine","cancer, analysis, genes, learning, machine",Other,
,pathophysiologic signature of impending icu hypoglycemia in bedside monitoring and electronic health record data: model development and external validation,2022,10.1097/ccm.0000000000005171,0,18,"learning, machine, prediction, patients, mortality","learning, machine, prediction, patients, mortality",Diagnostic Accuracy Study,
,commissioning and clinical implementation of an autoencoder based classification-regression model for vmat patient-specific qa in a multi-institution scenario,2021,10.1016/j.radonc.2021.06.024,0,19,"learning, machine, clinical, based, patients","learning, machine, clinical, based, patients",Other,
,prognostic accuracy of maldi-tof mass spectrometric analysis of plasma in covid-19,2021,10.26508/lsa.202000946,0,10,"analysis, covid, 19, genes, based","analysis, covid, 19, genes, based",Other,
,bioactivity descriptors for uncharacterized chemical compounds,2021,10.1038/s41467-021-24150-4,0,3,"data, mining, based, healthcare, medicine","data, mining, based, healthcare, medicine",Other,
,object and anatomical feature recognition in surgical video images based on a convolutional neural network,2021,10.1007/s11548-021-02434-w,0,17,"convolutional, neural, based, network, using","convolutional, neural, based, network, using",Other,
,"chest radiographs and machine learning - past, present and future",2021,10.1111/1754-9485.13274,0,21,"learning, deep, using, covid, 19","learning, deep, using, covid, 19",Other,
,screening for regenerative therapy responders in heart failure,2021,10.2217/bmm-2020-0683,0,6,"based, heart, failure, recognition, fusion","based, heart, failure, recognition, fusion",Other,
,harnessing clinical annotations to improve deep learning performance in prostate segmentation,2021,10.1371/journal.pone.0253829,0,20,"deep, learning, segmentation, risk, based","deep, learning, segmentation, risk, based",Other,
,accounting for uncertainties in the position of anatomical barriers used to define the clinical target volume,2021,10.1088/1361-6560/ac0ea3,0,4,"radiotherapy, learning, planning, deep, cancer","radiotherapy, learning, planning, deep, cancer",Other,
,digital death and thanatechnology: new ways of thinking about data (im)mortality and digital transformation,2022,10.1089/omi.2021.0096,0,9,"data, big, healthcare, care, digital","data, big, healthcare, care, digital",Other,
,combinatory strategy using nanoscale proteomics and machine learning for t cell subtyping in peripheral blood of single multiple myeloma patients,2021,10.1016/j.aca.2021.338672,0,15,"cancer, analysis, genes, learning, machine","cancer, analysis, genes, learning, machine",Other,
,embryo selection with artificial intelligence: how to evaluate and compare methods?,2021,10.1007/s10815-021-02254-6,0,1,"approach, vitro, fertilization, pharmacology, intelligence","approach, vitro, fertilization, pharmacology, intelligence",Other,
,stromal composition predicts recurrence of early rectal cancer after local excision,2021,10.1111/his.14438,0,2,"radiomics, radiogenomics, review, lung, cancer","radiomics, radiogenomics, review, lung, cancer",Other,
,comprehensive proteomic analysis reveals distinct functional modules associated with skull base and supratentorial meningiomas and perturbations in collagen pathway components,2021,10.1016/j.jprot.2021.104303,0,15,"cancer, analysis, genes, learning, machine","cancer, analysis, genes, learning, machine",Other,
,large-scale literature mining to assess the relation between anti-cancer drugs and cancer types,2021,10.1186/s12967-021-02941-z,0,3,"data, mining, based, healthcare, medicine","data, mining, based, healthcare, medicine",Other,
,automation in radiotherapy treatment planning: examples of use in clinical practice and future trends for a complete automated workflow,2021,10.1016/j.canrad.2021.06.006,0,4,"radiotherapy, learning, planning, deep, cancer","radiotherapy, learning, planning, deep, cancer",Other,
,novel approaches to detection of cerebral microbleeds: single deep learning model to achieve a balanced performance,2021,10.1016/j.jstrokecerebrovasdis.2021.105886,0,8,"segmentation, deep, learning, detection, brain","segmentation, deep, learning, detection, brain",Other,
,identification of differentially expressed genes-related prognostic risk model for survival prediction in breast carcinoma patients,2021,10.18632/aging.203178,0,15,"cancer, analysis, genes, learning, machine","cancer, analysis, genes, learning, machine",Other,
,augmenting the transplant team with artificial intelligence: toward meaningful ai use in solid organ transplant,2021,10.3389/fimmu.2021.694222,0,13,"artificial, ai, intelligence, based, clinical","artificial, ai, intelligence, based, clinical",Other,
,articles that use artificial intelligence for ultrasound: a reader's guide,2021,10.3389/fonc.2021.631813,0,7,"learning, deep, cardiac, intelligence, artificial","learning, deep, cardiac, intelligence, artificial",Other,
,dr. answer ai for prostate cancer: predicting biochemical recurrence following radical prostatectomy,2021,10.1177/15330338211024660,0,15,"cancer, analysis, genes, learning, machine","cancer, analysis, genes, learning, machine",Other,
,convolutional neural network models for automatic preoperative severity assessment in unilateral cleft lip,2021,10.1097/prs.0000000000008063,0,17,"convolutional, neural, based, network, using","convolutional, neural, based, network, using",Other,
,replication of machine learning methods to predict treatment outcome with antidepressant medications in patients with major depressive disorder from star*d and can-bind-1,2021,10.1371/journal.pone.0253023,0,3,"data, mining, based, healthcare, medicine","data, mining, based, healthcare, medicine",Other,
,real-time computer-aided diagnosis of focal pancreatic masses from endoscopic ultrasound imaging based on a hybrid convolutional and long short-term memory neural network model,2021,10.1371/journal.pone.0251701,0,17,"convolutional, neural, based, network, using","convolutional, neural, based, network, using",Other,
,high-throughput proteomics and ai for cancer biomarker discovery,2021,10.1016/j.addr.2021.113844,0,10,"analysis, covid, 19, genes, based","analysis, covid, 19, genes, based",Other,
,clinical decision support algorithm based on machine learning to assess the clinical response to anti-programmed death-1 therapy in patients with non-small-cell lung cancer,2021,10.1016/j.ejca.2021.05.019,0,19,"learning, machine, clinical, based, patients","learning, machine, clinical, based, patients",Other,
,on the predictability of postoperative complications for cancer patients: a portuguese cohort study,2021,10.1186/s12911-021-01562-2,0,18,"learning, machine, prediction, patients, mortality","learning, machine, prediction, patients, mortality",Other,
,developing a reporting guideline for artificial intelligence-centred diagnostic test accuracy studies: the stard-ai protocol,2021,10.1136/bmjopen-2020-047709,0,13,"artificial, ai, intelligence, based, clinical","artificial, ai, intelligence, based, clinical",Other,
,deep learning-based synthetic ct generation for mr-only radiotherapy of prostate cancer patients with 0.35t mri linear accelerator,2021,10.1002/acm2.13327,0,4,"radiotherapy, learning, planning, deep, cancer","radiotherapy, learning, planning, deep, cancer",Other,
,investigation of candidate genes and pathways in basal/tnbc patients by integrated analysis,2021,10.1177/15330338211019506,0,10,"analysis, covid, 19, genes, based","analysis, covid, 19, genes, based",Other,
,car-based cell therapy: evaluation with bibliometrics and patent analysis,2021,10.1080/21645515.2021.1947100,0,3,"data, mining, based, healthcare, medicine","data, mining, based, healthcare, medicine",Other,
,personalized prediction of disease activity in patients with rheumatoid arthritis using an adaptive deep neural network,2021,10.1371/journal.pone.0252289,0,19,"learning, machine, clinical, based, patients","learning, machine, clinical, based, patients",Other,
,unexpected inequality: disparate-impact from artificial intelligence in healthcare decisions,2021,,0,9,"data, big, healthcare, care, digital","data, big, healthcare, care, digital",Other,
,modern computational intelligence based drug repurposing for diabetes epidemic,2021,10.1016/j.dsx.2021.06.017,0,3,"data, mining, based, healthcare, medicine","data, mining, based, healthcare, medicine",Other,
,non-invasive plasma glycomic and metabolic biomarkers of post-treatment control of hiv,2021,10.1038/s41467-021-24077-w,0,10,"analysis, covid, 19, genes, based","analysis, covid, 19, genes, based",Other,
,long-term cancer survival prediction using multimodal deep learning,2021,10.1038/s41598-021-92799-4,0,21,"learning, deep, using, covid, 19","learning, deep, using, covid, 19",Other,
,combined deep cnn-lstm network-based multitasking learning architecture for noninvasive continuous blood pressure estimation using difference in ecg-ppg features,2021,10.1038/s41598-021-92997-0,0,7,"learning, deep, cardiac, intelligence, artificial","learning, deep, cardiac, intelligence, artificial",Other,
,recognition of fetal facial ultrasound standard plane based on texture feature fusion,2021,10.1155/2021/6656942,0,16,"based, image, diagnosis, images, learning","based, image, diagnosis, images, learning",Other,
,an intelligent clinical decision support system for predicting acute graft-versus-host disease (agvhd) following allogeneic hematopoietic stem cell transplantation,2021,10.31661/jbpe.v0i0.2012-1244,0,19,"learning, machine, clinical, based, patients","learning, machine, clinical, based, patients",Other,
,augmented intelligence to predict 30-day mortality in patients with cancer,2021,10.2217/fon-2021-0302,0,19,"learning, machine, clinical, based, patients","learning, machine, clinical, based, patients",Other,
,can orthodontic informatics combat the pandemic pitfalls?,2020,10.1177/0301574220963433,0,9,"data, big, healthcare, care, digital","data, big, healthcare, care, digital",Other,
,artificial intelligence and covid-19: deep learning approaches for diagnosis and treatment,2020,10.1109/access.2020.3001973,0,21,"learning, deep, using, covid, 19","learning, deep, using, covid, 19",Other,
,a comparison of arden syntax and clinical quality language as knowledge representation formalisms for clinical decision support,2021,10.1055/s-0041-1731001,0,12,"clinical, knowledge, support, decision, based","clinical, knowledge, support, decision, based",Other,
,[application value of machine learning algorithms for predicting recurrence after resection of early-stage hepatocellular carcinoma],2021,10.3760/cma.j.cn112139-20201026-00768,0,21,"learning, deep, using, covid, 19","learning, deep, using, covid, 19",Other,
,categorising patient concerns using natural language processing techniques,2021,10.1136/bmjhci-2020-100274,0,0,"clinical, using, language, natural, processing","clinical, using, language, natural, processing",Other,
,big data in nephrology,2021,10.1038/s41581-021-00439-x,0,9,"data, big, healthcare, care, digital","data, big, healthcare, care, digital",Other,
,convolutional neural network-based automated segmentation and labeling of the lumbar spine x-ray,2021,10.4103/jcvjs.jcvjs_186_20,0,17,"convolutional, neural, based, network, using","convolutional, neural, based, network, using",Other,
,identification of arrhythmia by using a decision tree and gated network fusion model,2021,10.1155/2021/6665357,0,6,"based, heart, failure, recognition, fusion","based, heart, failure, recognition, fusion",Other,
,artificial neural network-based deep learning model for covid-19 patient detection using x-ray chest images,2021,10.1155/2021/5513679,0,21,"learning, deep, using, covid, 19","learning, deep, using, covid, 19",Other,
,automated electronic health record-based tool for identification of patients with metastatic disease to facilitate clinical trial patient ascertainment,2021,10.1200/cci.20.00180,0,13,"artificial, ai, intelligence, based, clinical","artificial, ai, intelligence, based, clinical",Trial (Unspecified),
,a transfer learning approach to facilitate combat-based harmonization of multicentre radiomic features in new datasets,2021,10.1371/journal.pone.0253653,0,2,"radiomics, radiogenomics, review, lung, cancer","radiomics, radiogenomics, review, lung, cancer",Other,
,benchmarking of eight recurrent neural network variants for breath phase and adventitious sound detection on a self-developed open-access lung sound database-hf_lung_v1,2021,10.1371/journal.pone.0254134,0,16,"based, image, diagnosis, images, learning","based, image, diagnosis, images, learning",Benchmark / Technical Evaluation,
,a column-based deep learning method for the detection and quantification of atrophy associated with amd in oct scans,2021,10.1016/j.media.2021.102130,0,8,"segmentation, deep, learning, detection, brain","segmentation, deep, learning, detection, brain",Other,
,bioinformatics analysis identified hub genes in prostate cancer tumorigenesis and metastasis,2021,10.3934/mbe.2021158,0,15,"cancer, analysis, genes, learning, machine","cancer, analysis, genes, learning, machine",Other,
,medical image management and analysis system based on web for fungal keratitis images,2021,10.3934/mbe.2021183,0,16,"based, image, diagnosis, images, learning","based, image, diagnosis, images, learning",Other,
,differentially expressed extracellular vesicle-contained micrornas before and after transurethral resection of bladder tumors,2021,10.3390/cimb43010024,0,14,"network, cell, human, rna, remodeling","network, cell, human, rna, remodeling",Other,
,radiomics in lung diseases imaging: state-of-the-art for clinicians,2021,10.3390/jpm11070602,0,2,"radiomics, radiogenomics, review, lung, cancer","radiomics, radiogenomics, review, lung, cancer",Other,
,systematic review on the association of radiomics with tumor biological endpoints,2021,10.3390/cancers13123015,0,2,"radiomics, radiogenomics, review, lung, cancer","radiomics, radiogenomics, review, lung, cancer",Review Paper,
,patient similarity analytics for explainable clinical risk prediction,2021,10.1186/s12911-021-01566-y,0,12,"clinical, knowledge, support, decision, based","clinical, knowledge, support, decision, based",Other,
,creative approaches for assessing long-term outcomes in children,2021,10.1542/peds.2021-050693f,0,18,"learning, machine, prediction, patients, mortality","learning, machine, prediction, patients, mortality",Other,
,a novel graph attention model for predicting frequencies of drug-side effects from multi-view data,2021,10.1093/bib/bbab239,0,11,"disease, using, alzheimer, network, deep","disease, using, alzheimer, network, deep",Other,
,a deep look into radiomics,2021,10.1007/s11547-021-01389-x,0,2,"radiomics, radiogenomics, review, lung, cancer","radiomics, radiogenomics, review, lung, cancer",Other,
,atopic dermatitis or eczema? consequences of ambiguity in disease name for biomedical literature mining,2021,10.1111/cea.13981,0,0,"clinical, using, language, natural, processing","clinical, using, language, natural, processing",Other,
,assessing the utility of deep neural networks in predicting postoperative surgical complications: a retrospective study,2021,10.1016/s2589-7500(21)00084-4,0,17,"convolutional, neural, based, network, using","convolutional, neural, based, network, using",Retrospective Cohort Study,
,an evidence-based framework for evaluating pharmacogenomics knowledge for personalized medicine,2021,10.1002/cpt.2350,0,3,"data, mining, based, healthcare, medicine","data, mining, based, healthcare, medicine",Other,
,"wide-scale clinical implementation of knowledge-based planning: an investigation of workforce efficiency, need for post-automation refinement, and data-driven model maintenance",2021,10.1016/j.ijrobp.2021.06.028,0,12,"clinical, knowledge, support, decision, based","clinical, knowledge, support, decision, based",Other,
,grey wolf assisted dragonfly-based weighted rule generation for predicting heart disease and breast cancer,2021,10.1016/j.compmedimag.2021.101936,0,15,"cancer, analysis, genes, learning, machine","cancer, analysis, genes, learning, machine",Other,
,redefining the pten promoter: identification of novel upstream transcription start regions,2021,10.1093/hmg/ddab175,0,15,"cancer, analysis, genes, learning, machine","cancer, analysis, genes, learning, machine",Other,
,"effect of a comprehensive deep-learning model on the accuracy of chest x-ray interpretation by radiologists: a retrospective, multireader multicase study",2021,10.1016/s2589-7500(21)00106-0,0,21,"learning, deep, using, covid, 19","learning, deep, using, covid, 19",Other,
,artificial intelligence and machine learning in chronic airway diseases: focus on asthma and chronic obstructive pulmonary disease,2021,10.7150/ijms.58191,0,19,"learning, machine, clinical, based, patients","learning, machine, clinical, based, patients",Other,
,medical image fusion based on low-level features,2021,10.1155/2021/8798003,0,16,"based, image, diagnosis, images, learning","based, image, diagnosis, images, learning",Other,
,bioinformatics analysis of gfap as a potential key regulator in different immune phenotypes of prostate cancer,2021,10.1155/2021/1466255,0,15,"cancer, analysis, genes, learning, machine","cancer, analysis, genes, learning, machine",Other,
,weighted gene coexpression network analysis to construct competitive endogenous rna network in chromogenic renal cell carcinoma,2021,10.1155/2021/5589101,0,14,"network, cell, human, rna, remodeling","network, cell, human, rna, remodeling",Other,
,prediction of blood lactate values in critically ill patients: a retrospective multi-center cohort study,2022,10.1007/s10877-021-00739-4,0,18,"learning, machine, prediction, patients, mortality","learning, machine, prediction, patients, mortality",Other,
,bone mineral density response prediction following osteoporosis treatment using machine learning to aid personalized therapy,2021,10.1038/s41598-021-93152-5,0,18,"learning, machine, prediction, patients, mortality","learning, machine, prediction, patients, mortality",Other,
,machine learning risk prediction of mortality for patients undergoing surgery with perioperative sars-cov-2: the covidsurg mortality score,2021,10.1093/bjs/znab183,0,18,"learning, machine, prediction, patients, mortality","learning, machine, prediction, patients, mortality",Other,
,inphernet accelerates monogenic disease diagnosis using patients' candidate genes' neighbors,2021,10.1038/s41436-021-01238-2,0,10,"analysis, covid, 19, genes, based","analysis, covid, 19, genes, based",Other,
,gaps in standards for integrating artificial intelligence technologies into ophthalmic practice,2021,10.1097/icu.0000000000000781,0,13,"artificial, ai, intelligence, based, clinical","artificial, ai, intelligence, based, clinical",Other,
,"magnetic resonance imaging radiomics predicts preoperative axillary lymph node metastasis to support surgical decisions and is associated with tumor microenvironment in invasive breast cancer: a machine learning, multicenter study",2021,10.1016/j.ebiom.2021.103460,0,21,"learning, deep, using, covid, 19","learning, deep, using, covid, 19",Other,
,automated diagnosis of covid-19 using deep features and parameter free bat optimization,2021,10.1109/jtehm.2021.3077142,0,21,"learning, deep, using, covid, 19","learning, deep, using, covid, 19",Other,
,"frl: an integrative feature selection algorithm based on the fisher score, recursive feature elimination, and logistic regression to identify potential genomic biomarkers",2021,10.1155/2021/4312850,0,10,"analysis, covid, 19, genes, based","analysis, covid, 19, genes, based",Other,
,the unified medical language system at 30 years and how it is used and published: systematic review and content analysis,2021,10.2196/20675,0,0,"clinical, using, language, natural, processing","clinical, using, language, natural, processing",Review Paper,
,semantic textual similarity in japanese clinical domain texts using bert,2021,10.1055/s-0041-1731390,0,0,"clinical, using, language, natural, processing","clinical, using, language, natural, processing",Other,
,identification and prediction of difficult-to-treat rheumatoid arthritis patients in structured and unstructured routine care data: results from a hackathon,2021,10.1186/s13075-021-02560-5,0,19,"learning, machine, clinical, based, patients","learning, machine, clinical, based, patients",Other,
,[expression profile of intervertebral disc degeneration-specific genes: a transcriptome sequencing-based analysis],2021,10.12122/j.issn.1673-4254.2021.06.11,0,10,"analysis, covid, 19, genes, based","analysis, covid, 19, genes, based",Other,
,fuzzy rank-based fusion of cnn models using gompertz function for screening covid-19 ct-scans,2021,10.1038/s41598-021-93658-y,0,21,"learning, deep, using, covid, 19","learning, deep, using, covid, 19",Other,
,identification of different bran-fried atractylodis rhizoma and prediction of atractylodin content based on multivariate data mining combined with intelligent color recognition and near-infrared spectroscopy,2021,10.1016/j.saa.2021.120119,0,3,"data, mining, based, healthcare, medicine","data, mining, based, healthcare, medicine",Other,
,"a clinical deep learning framework for continually learning from cardiac signals across diseases, time, modalities, and institutions",2021,10.1038/s41467-021-24483-0,0,7,"learning, deep, cardiac, intelligence, artificial","learning, deep, cardiac, intelligence, artificial",Other,
,multitask 3d cbct-to-ct translation and organs-at-risk segmentation using physics-based data augmentation,2021,10.1002/mp.15083,0,20,"deep, learning, segmentation, risk, based","deep, learning, segmentation, risk, based",Other,
,classification of thyroid nodules in ultrasound images using direction-independent features extracted by two-threshold binary decomposition,2019,10.1177/1533033819830748,0,16,"based, image, diagnosis, images, learning","based, image, diagnosis, images, learning",Other,
,quantifying lung ultrasound comets with a convolutional neural network: initial clinical results,2019,10.1016/j.compbiomed.2019.02.002,0,16,"based, image, diagnosis, images, learning","based, image, diagnosis, images, learning",Other,
,deepubi: a deep learning framework for prediction of ubiquitination sites in proteins,2019,10.1186/s12859-019-2677-9,0,10,"analysis, covid, 19, genes, based","analysis, covid, 19, genes, based",Other,
,importance of medical data preprocessing in predictive modeling and risk factor discovery for the frailty syndrome,2019,10.1186/s12911-019-0747-6,0,19,"learning, machine, clinical, based, patients","learning, machine, clinical, based, patients",Other,
,the feasibility of integrating resting-state fmri networks into radiotherapy treatment planning,2019,10.1016/j.jmir.2018.09.003,0,4,"radiotherapy, learning, planning, deep, cancer","radiotherapy, learning, planning, deep, cancer",Other,
,the early psychosis screener for internet (epsi)-sr: predicting 12 month psychotic conversion using machine learning,2019,10.1016/j.schres.2019.01.015,0,19,"learning, machine, clinical, based, patients","learning, machine, clinical, based, patients",Other,
